project_id,quality_dimension,score,measurement_date,target_score
ADV-0088,Security,9,2025-07-13 07:38:36.342391,9
ADV-0088,Maintainability,7,2025-07-04 07:38:36.342391,9
ADV-0089,Code Quality,7,2025-07-09 07:38:36.342391,8
ADV-0089,User Experience,5,2025-07-05 07:38:36.342391,9
ADV-0089,Performance,8,2025-07-19 07:38:36.342391,8
ADV-0089,Security,5,2025-07-28 07:38:36.342391,8
ADV-0089,Maintainability,7,2025-07-18 07:38:36.342391,8
ADV-0090,Code Quality,8,2025-07-03 07:38:36.342391,9
ADV-0090,User Experience,6,2025-07-07 07:38:36.342391,8
ADV-0090,Performance,6,2025-07-29 07:38:36.342391,8
ADV-0090,Security,8,2025-07-17 07:38:36.342391,8
ADV-0090,Maintainability,8,2025-07-30 07:38:36.342391,9
ADV-0091,Code Quality,8,2025-07-16 07:38:36.342391,9
ADV-0091,User Experience,9,2025-07-01 07:38:36.342391,9
ADV-0091,Performance,8,2025-07-28 07:38:36.342391,8
ADV-0091,Security,8,2025-07-03 07:38:36.342391,8
ADV-0091,Maintainability,8,2025-07-20 07:38:36.342391,8
ADV-0092,Code Quality,6,2025-07-12 07:38:36.342391,8
ADV-0092,User Experience,6,2025-07-17 07:38:36.342391,8
ADV-0092,Performance,7,2025-07-12 07:38:36.342391,8
ADV-0092,Security,8,2025-07-18 07:38:36.342391,8
ADV-0092,Maintainability,7,2025-07-08 07:38:36.342391,8
ADV-0093,Code Quality,8,2025-07-10 07:38:36.342391,9
ADV-0093,User Experience,8,2025-07-17 07:38:36.342391,9
ADV-0093,Performance,7,2025-07-21 07:38:36.342391,9
ADV-0093,Security,9,2025-07-27 07:38:36.342391,8
ADV-0093,Maintainability,9,2025-07-18 07:38:36.342391,9
ADV-0094,Code Quality,8,2025-07-30 07:38:36.342391,8
ADV-0094,User Experience,6,2025-06-30 07:38:36.342391,9
ADV-0094,Performance,6,2025-07-20 07:38:36.342391,9
ADV-0094,Security,9,2025-07-25 07:38:36.342391,8
ADV-0094,Maintainability,8,2025-07-05 07:38:36.342391,8
ADV-0095,Code Quality,5,2025-06-30 07:38:36.342391,8
ADV-0095,User Experience,5,2025-07-11 07:38:36.342391,9
ADV-0095,Performance,6,2025-07-16 07:38:36.342391,8
ADV-0095,Security,6,2025-07-04 07:38:36.342391,9
ADV-0095,Maintainability,8,2025-07-08 07:38:36.342391,9
ADV-0096,Code Quality,8,2025-07-01 07:38:36.342391,9
ADV-0096,User Experience,7,2025-07-19 07:38:36.342391,8
ADV-0096,Performance,7,2025-07-28 07:38:36.342391,9
ADV-0096,Security,5,2025-07-17 07:38:36.342391,8
ADV-0096,Maintainability,5,2025-07-03 07:38:36.342391,9
ADV-0097,Code Quality,8,2025-07-27 07:38:36.342391,9
ADV-0097,User Experience,6,2025-07-23 07:38:36.342391,8
ADV-0097,Performance,8,2025-07-17 07:38:36.342391,9
ADV-0097,Security,9,2025-07-12 07:38:36.342391,9
ADV-0097,Maintainability,7,2025-07-18 07:38:36.342391,9
ADV-0098,Code Quality,6,2025-07-14 07:38:36.342391,8
ADV-0098,User Experience,9,2025-07-28 07:38:36.342391,9
ADV-0098,Performance,8,2025-07-18 07:38:36.342391,9
ADV-0098,Security,8,2025-07-03 07:38:36.342391,9
ADV-0098,Maintainability,8,2025-07-21 07:38:36.342391,9
ADV-0099,Code Quality,6,2025-07-07 07:38:36.342391,8
ADV-0099,User Experience,5,2025-07-20 07:38:36.342391,9
ADV-0099,Performance,8,2025-07-23 07:38:36.342391,8
ADV-0099,Security,6,2025-07-20 07:38:36.342391,8
ADV-0099,Maintainability,7,2025-07-06 07:38:36.342391,9
ADV-0100,Code Quality,8,2025-07-25 07:38:36.342391,8
ADV-0100,User Experience,7,2025-07-28 07:38:36.342391,8
ADV-0100,Performance,8,2025-07-14 07:38:36.342391,8
ADV-0100,Security,8,2025-07-10 07:38:36.342391,9
ADV-0100,Maintainability,8,2025-07-27 07:38:36.342391,9
ADV-0101,Code Quality,6,2025-07-14 07:38:36.342391,9
ADV-0101,User Experience,6,2025-07-14 07:38:36.342391,9
ADV-0101,Performance,6,2025-07-24 07:38:36.342391,8
ADV-0101,Security,6,2025-07-02 07:38:36.342391,8
ADV-0101,Maintainability,7,2025-07-06 07:38:36.342391,9
ADV-0102,Code Quality,6,2025-07-19 07:38:36.342391,9
ADV-0102,User Experience,8,2025-07-19 07:38:36.342391,8
ADV-0102,Performance,9,2025-07-07 07:38:36.342391,9
ADV-0102,Security,9,2025-06-30 07:38:36.342391,8
ADV-0102,Maintainability,8,2025-07-04 07:38:36.342391,9
ADV-0103,Code Quality,8,2025-07-10 07:38:36.342391,9
ADV-0103,User Experience,9,2025-07-04 07:38:36.342391,9
ADV-0103,Performance,7,2025-07-26 07:38:36.342391,9
ADV-0103,Security,7,2025-07-23 07:38:36.342391,8
ADV-0103,Maintainability,6,2025-07-27 07:38:36.342391,9
ADV-0104,Code Quality,9,2025-07-26 07:38:36.342391,9
ADV-0104,User Experience,8,2025-07-22 07:38:36.342391,9
ADV-0104,Performance,9,2025-07-24 07:38:36.342391,9
ADV-0104,Security,6,2025-07-25 07:38:36.342391,9
ADV-0104,Maintainability,8,2025-07-11 07:38:36.342391,8
ADV-0105,Code Quality,7,2025-07-26 07:38:36.342391,8
ADV-0105,User Experience,8,2025-07-06 07:38:36.342391,8
ADV-0105,Performance,9,2025-07-06 07:38:36.342391,8
ADV-0105,Security,9,2025-07-10 07:38:36.342391,9
ADV-0105,Maintainability,7,2025-07-28 07:38:36.342391,8
ADV-0106,Code Quality,7,2025-07-25 07:38:36.342391,8
ADV-0106,User Experience,8,2025-06-30 07:38:36.342391,8
ADV-0106,Performance,8,2025-07-06 07:38:36.342391,9
ADV-0106,Security,7,2025-07-10 07:38:36.342391,8
ADV-0106,Maintainability,9,2025-07-15 07:38:36.342391,9
ADV-0107,Code Quality,7,2025-07-16 07:38:36.342391,8
ADV-0107,User Experience,9,2025-07-06 07:38:36.342391,8
ADV-0107,Performance,7,2025-07-12 07:38:36.342391,8
ADV-0107,Security,8,2025-07-06 07:38:36.342391,8
ADV-0107,Maintainability,9,2025-07-12 07:38:36.342391,8
ADV-0108,Code Quality,6,2025-07-16 07:38:36.342391,8
ADV-0108,User Experience,8,2025-07-09 07:38:36.342391,8
ADV-0108,Performance,8,2025-07-01 07:38:36.342391,8
ADV-0108,Security,5,2025-07-02 07:38:36.342391,8
ADV-0108,Maintainability,8,2025-07-12 07:38:36.342391,8
ADV-0109,Code Quality,6,2025-07-10 07:38:36.342391,8
ADV-0109,User Experience,8,2025-07-10 07:38:36.342391,9
ADV-0109,Performance,8,2025-07-11 07:38:36.342391,8
ADV-0109,Security,7,2025-07-20 07:38:36.342391,9
ADV-0109,Maintainability,9,2025-07-03 07:38:36.342391,8
ADV-0110,Code Quality,8,2025-07-10 07:38:36.342391,9
ADV-0110,User Experience,6,2025-07-20 07:38:36.342391,8
ADV-0110,Performance,5,2025-07-26 07:38:36.342391,8
ADV-0110,Security,6,2025-07-16 07:38:36.342391,8
ADV-0110,Maintainability,8,2025-07-28 07:38:36.342391,9
ADV-0111,Code Quality,8,2025-07-15 07:38:36.342391,8
ADV-0111,User Experience,8,2025-07-16 07:38:36.342391,9
ADV-0111,Performance,7,2025-07-10 07:38:36.342391,9
ADV-0111,Security,6,2025-07-21 07:38:36.342391,9
ADV-0111,Maintainability,5,2025-07-05 07:38:36.342391,9
ADV-0112,Code Quality,8,2025-07-22 07:38:36.342391,8
ADV-0112,User Experience,9,2025-07-12 07:38:36.342391,9
ADV-0112,Performance,9,2025-07-29 07:38:36.342391,9
ADV-0112,Security,8,2025-07-19 07:38:36.342391,8
ADV-0112,Maintainability,9,2025-07-14 07:38:36.342391,8
ADV-0113,Code Quality,7,2025-07-28 07:38:36.342391,9
ADV-0113,User Experience,9,2025-07-21 07:38:36.342391,9
ADV-0113,Performance,6,2025-07-16 07:38:36.342391,8
ADV-0113,Security,7,2025-07-16 07:38:36.342391,9
ADV-0113,Maintainability,6,2025-07-29 07:38:36.342391,8
ADV-0114,Code Quality,8,2025-07-29 07:38:36.342391,9
ADV-0114,User Experience,8,2025-07-19 07:38:36.342391,9
ADV-0114,Performance,7,2025-07-04 07:38:36.342391,8
ADV-0114,Security,9,2025-07-21 07:38:36.342391,8
ADV-0114,Maintainability,7,2025-07-28 07:38:36.342391,9
ADV-0115,Code Quality,8,2025-07-10 07:38:36.342391,9
ADV-0115,User Experience,6,2025-07-03 07:38:36.342391,9
ADV-0115,Performance,5,2025-07-03 07:38:36.342391,8
ADV-0115,Security,6,2025-07-28 07:38:36.342391,8
ADV-0115,Maintainability,8,2025-07-11 07:38:36.342391,8
ADV-0116,Code Quality,6,2025-07-11 07:38:36.342391,9
ADV-0116,User Experience,6,2025-07-14 07:38:36.342391,9
ADV-0116,Performance,6,2025-07-18 07:38:36.342391,9
ADV-0116,Security,6,2025-07-16 07:38:36.342391,9
ADV-0116,Maintainability,6,2025-07-12 07:38:36.342391,9
ADV-0117,Code Quality,6,2025-07-13 07:38:36.342391,9
ADV-0117,User Experience,8,2025-06-30 07:38:36.342391,9
ADV-0117,Performance,6,2025-07-05 07:38:36.342391,9
ADV-0117,Security,9,2025-07-07 07:38:36.342391,9
ADV-0117,Maintainability,9,2025-07-02 07:38:36.342391,8
ADV-0118,Code Quality,6,2025-07-29 07:38:36.342391,8
ADV-0118,User Experience,9,2025-07-16 07:38:36.342391,9
ADV-0118,Performance,9,2025-07-01 07:38:36.342391,9
ADV-0118,Security,9,2025-07-05 07:38:36.342391,8
ADV-0118,Maintainability,6,2025-07-12 07:38:36.342391,8
ADV-0119,Code Quality,9,2025-07-10 07:38:36.342391,9
ADV-0119,User Experience,9,2025-07-24 07:38:36.342391,9
ADV-0119,Performance,9,2025-07-20 07:38:36.342391,9
ADV-0119,Security,9,2025-07-11 07:38:36.342391,8
ADV-0119,Maintainability,8,2025-07-15 07:38:36.342391,9
ADV-0120,Code Quality,9,2025-07-14 07:38:36.342391,9
ADV-0120,User Experience,6,2025-07-26 07:38:36.342391,8
ADV-0120,Performance,9,2025-06-30 07:38:36.342391,8
ADV-0120,Security,6,2025-07-29 07:38:36.342391,8
ADV-0120,Maintainability,9,2025-07-16 07:38:36.342391,8
ADV-0121,Code Quality,7,2025-07-27 07:38:36.342391,9
ADV-0121,User Experience,6,2025-07-05 07:38:36.342391,8
ADV-0121,Performance,6,2025-07-02 07:38:36.342391,8
ADV-0121,Security,7,2025-07-04 07:38:36.342391,9
ADV-0121,Maintainability,8,2025-07-20 07:38:36.342391,8
ADV-0122,Code Quality,9,2025-07-08 07:38:36.342391,9
ADV-0122,User Experience,8,2025-07-28 07:38:36.342391,8
ADV-0122,Performance,8,2025-07-14 07:38:36.342391,8
ADV-0122,Security,8,2025-07-10 07:38:36.342391,8
ADV-0122,Maintainability,7,2025-07-25 07:38:36.342391,9
ADV-0123,Code Quality,6,2025-07-29 07:38:36.342391,9
ADV-0123,User Experience,7,2025-07-23 07:38:36.342391,8
ADV-0123,Performance,7,2025-07-08 07:38:36.342391,9
ADV-0123,Security,8,2025-07-16 07:38:36.342391,9
ADV-0123,Maintainability,7,2025-07-16 07:38:36.342391,8
ADV-0124,Code Quality,9,2025-07-14 07:38:36.342391,9
ADV-0124,User Experience,9,2025-07-14 07:38:36.342391,8
ADV-0124,Performance,6,2025-07-11 07:38:36.342391,9
ADV-0124,Security,9,2025-07-25 07:38:36.342391,8
ADV-0124,Maintainability,8,2025-07-19 07:38:36.342391,9
ADV-0125,Code Quality,5,2025-07-19 07:38:36.342391,9
ADV-0125,User Experience,8,2025-07-01 07:38:36.342391,8
ADV-0125,Performance,5,2025-07-21 07:38:36.342391,9
ADV-0125,Security,6,2025-07-18 07:38:36.342391,8
ADV-0125,Maintainability,6,2025-07-17 07:38:36.342391,8
ADV-0126,Code Quality,6,2025-07-06 07:38:36.342391,8
ADV-0126,User Experience,6,2025-07-20 07:38:36.342391,8
ADV-0126,Performance,7,2025-07-09 07:38:36.342391,8
ADV-0126,Security,6,2025-07-11 07:38:36.342391,8
ADV-0126,Maintainability,6,2025-07-29 07:38:36.342391,8
ADV-0127,Code Quality,8,2025-07-05 07:38:36.342391,8
ADV-0127,User Experience,7,2025-07-10 07:38:36.342391,9
ADV-0127,Performance,9,2025-07-10 07:38:36.342391,9
ADV-0127,Security,8,2025-07-20 07:38:36.342391,9
ADV-0127,Maintainability,6,2025-07-28 07:38:36.342391,9
ADV-0128,Code Quality,7,2025-07-20 07:38:36.342391,8
ADV-0128,User Experience,6,2025-07-27 07:38:36.342391,9
ADV-0128,Performance,9,2025-07-13 07:38:36.342391,9
ADV-0128,Security,9,2025-07-09 07:38:36.342391,8
ADV-0128,Maintainability,7,2025-07-18 07:38:36.342391,9
ADV-0129,Code Quality,9,2025-07-21 07:38:36.342391,9
ADV-0129,User Experience,7,2025-07-22 07:38:36.342391,8
ADV-0129,Performance,6,2025-07-07 07:38:36.342391,8
ADV-0129,Security,8,2025-07-03 07:38:36.342391,8
ADV-0129,Maintainability,9,2025-07-09 07:38:36.342391,8
ADV-0130,Code Quality,6,2025-06-30 07:38:36.342391,9
ADV-0130,User Experience,8,2025-07-01 07:38:36.342391,8
ADV-0130,Performance,6,2025-07-11 07:38:36.342391,8
ADV-0130,Security,9,2025-07-03 07:38:36.342391,9
ADV-0130,Maintainability,6,2025-07-26 07:38:36.342391,9
ADV-0131,Code Quality,6,2025-07-20 07:38:36.342391,9
ADV-0131,User Experience,7,2025-07-28 07:38:36.342391,9
ADV-0131,Performance,9,2025-07-12 07:38:36.342391,9
ADV-0131,Security,9,2025-07-09 07:38:36.342391,9
ADV-0131,Maintainability,9,2025-07-26 07:38:36.342391,9
ADV-0132,Code Quality,6,2025-07-01 07:38:36.342391,9
ADV-0132,User Experience,7,2025-07-19 07:38:36.342391,9
ADV-0132,Performance,5,2025-07-21 07:38:36.342391,9
ADV-0132,Security,5,2025-06-30 07:38:36.342391,8
ADV-0132,Maintainability,7,2025-07-10 07:38:36.342391,9
ADV-0133,Code Quality,9,2025-07-08 07:38:36.342391,9
ADV-0133,User Experience,9,2025-07-09 07:38:36.342391,8
ADV-0133,Performance,7,2025-07-18 07:38:36.342391,9
ADV-0133,Security,7,2025-07-26 07:38:36.342391,9
ADV-0133,Maintainability,9,2025-07-11 07:38:36.342391,9
ADV-0134,Code Quality,6,2025-07-08 07:38:36.342391,9
ADV-0134,User Experience,5,2025-06-30 07:38:36.342391,8
ADV-0134,Performance,8,2025-07-28 07:38:36.342391,9
ADV-0134,Security,8,2025-07-21 07:38:36.342391,9
ADV-0134,Maintainability,5,2025-07-13 07:38:36.342391,8
ADV-0135,Code Quality,8,2025-07-18 07:38:36.342391,8
ADV-0135,User Experience,7,2025-07-10 07:38:36.342391,9
ADV-0135,Performance,6,2025-07-05 07:38:36.342391,9
ADV-0135,Security,5,2025-07-20 07:38:36.342391,8
ADV-0135,Maintainability,8,2025-07-04 07:38:36.342391,9
ADV-0136,Code Quality,6,2025-07-26 07:38:36.342391,8
ADV-0136,User Experience,9,2025-07-09 07:38:36.342391,8
ADV-0136,Performance,9,2025-07-08 07:38:36.342391,9
ADV-0136,Security,8,2025-07-04 07:38:36.342391,8
ADV-0136,Maintainability,6,2025-06-30 07:38:36.342391,9
ADV-0137,Code Quality,6,2025-07-07 07:38:36.342391,9
ADV-0137,User Experience,8,2025-07-09 07:38:36.342391,9
ADV-0137,Performance,8,2025-07-01 07:38:36.342391,8
ADV-0137,Security,6,2025-07-14 07:38:36.342391,9
ADV-0137,Maintainability,6,2025-07-28 07:38:36.342391,9
ADV-0138,Code Quality,8,2025-07-10 07:38:36.342391,9
ADV-0138,User Experience,6,2025-07-09 07:38:36.342391,8
ADV-0138,Performance,7,2025-07-17 07:38:36.342391,9
ADV-0138,Security,6,2025-07-14 07:38:36.342391,8
ADV-0138,Maintainability,9,2025-07-19 07:38:36.342391,8
ADV-0139,Code Quality,8,2025-07-30 07:38:36.342391,9
ADV-0139,User Experience,7,2025-07-19 07:38:36.342391,9
ADV-0139,Performance,6,2025-07-21 07:38:36.342391,9
ADV-0139,Security,7,2025-07-25 07:38:36.342391,8
ADV-0139,Maintainability,7,2025-06-30 07:38:36.342391,9
ADV-0140,Code Quality,7,2025-07-24 07:38:36.342391,8
ADV-0140,User Experience,5,2025-07-20 07:38:36.342391,9
ADV-0140,Performance,6,2025-06-30 07:38:36.342391,8
ADV-0140,Security,5,2025-07-06 07:38:36.342391,8
ADV-0140,Maintainability,8,2025-07-15 07:38:36.342391,8
ADV-0141,Code Quality,7,2025-07-24 07:38:36.342391,9
ADV-0141,User Experience,7,2025-07-23 07:38:36.342391,8
ADV-0141,Performance,6,2025-07-26 07:38:36.342391,9
ADV-0141,Security,9,2025-07-26 07:38:36.342391,9
ADV-0141,Maintainability,7,2025-07-28 07:38:36.342391,8
ADV-0142,Code Quality,8,2025-07-21 07:38:36.342391,9
ADV-0142,User Experience,7,2025-07-03 07:38:36.342391,9
ADV-0142,Performance,6,2025-07-05 07:38:36.342391,9
ADV-0142,Security,6,2025-07-27 07:38:36.342391,9
ADV-0142,Maintainability,6,2025-07-14 07:38:36.342391,8
ADV-0143,Code Quality,6,2025-07-06 07:38:36.342391,8
ADV-0143,User Experience,7,2025-07-13 07:38:36.342391,8
ADV-0143,Performance,5,2025-07-04 07:38:36.342391,9
ADV-0143,Security,8,2025-07-07 07:38:36.342391,9
ADV-0143,Maintainability,6,2025-07-02 07:38:36.342391,9
ADV-0144,Code Quality,7,2025-07-14 07:38:36.342391,8
ADV-0144,User Experience,7,2025-07-29 07:38:36.342391,8
ADV-0144,Performance,8,2025-07-09 07:38:36.342391,9
ADV-0144,Security,5,2025-07-20 07:38:36.342391,9
ADV-0144,Maintainability,7,2025-07-02 07:38:36.342391,8
ADV-0145,Code Quality,7,2025-07-06 07:38:36.342391,9
ADV-0145,User Experience,9,2025-07-11 07:38:36.342391,9
ADV-0145,Performance,7,2025-07-26 07:38:36.342391,9
ADV-0145,Security,7,2025-07-11 07:38:36.342391,8
ADV-0145,Maintainability,7,2025-07-18 07:38:36.342391,8
ADV-0146,Code Quality,8,2025-07-26 07:38:36.342391,9
ADV-0146,User Experience,8,2025-07-25 07:38:36.342391,9
ADV-0146,Performance,6,2025-07-25 07:38:36.342391,8
ADV-0146,Security,8,2025-07-04 07:38:36.342391,9
ADV-0146,Maintainability,8,2025-07-08 07:38:36.342391,8
ADV-0147,Code Quality,6,2025-07-06 07:38:36.342391,9
ADV-0147,User Experience,8,2025-07-11 07:38:36.342391,9
ADV-0147,Performance,6,2025-07-05 07:38:36.342391,8
ADV-0147,Security,8,2025-07-02 07:38:36.342391,9
ADV-0147,Maintainability,8,2025-07-25 07:38:36.342391,8
ADV-0148,Code Quality,8,2025-07-07 07:38:36.342391,8
ADV-0148,User Experience,7,2025-07-16 07:38:36.342391,8
ADV-0148,Performance,8,2025-07-29 07:38:36.342391,8
ADV-0148,Security,6,2025-07-17 07:38:36.342391,9
ADV-0148,Maintainability,6,2025-07-19 07:38:36.342391,8
ADV-0149,Code Quality,7,2025-07-09 07:38:36.342391,8
ADV-0149,User Experience,6,2025-07-07 07:38:36.342391,8
ADV-0149,Performance,7,2025-07-23 07:38:36.342391,8
ADV-0149,Security,9,2025-07-16 07:38:36.342391,9
ADV-0149,Maintainability,7,2025-07-11 07:38:36.342391,9
ADV-0150,Code Quality,7,2025-07-21 07:38:36.342391,9
ADV-0150,User Experience,9,2025-07-06 07:38:36.342391,8
ADV-0150,Performance,8,2025-07-07 07:38:36.342391,9
ADV-0150,Security,9,2025-07-05 07:38:36.342391,9
ADV-0150,Maintainability,9,2025-07-16 07:38:36.342391,9
