project_id,month,planned_spend,actual_spend,cumulative_planned,cumulative_actual
ADV-0034,2025-04-01,41281.18421267894,43221.938376579594,577936.5789775052,663355.1373417071
ADV-0034,2025-05-01,41281.18421267894,39613.40624483542,619217.7631901841,702968.5435865426
ADV-0034,2025-06-01,41281.18421267894,44021.068580573694,660498.9474028631,746989.6121671163
ADV-0034,2025-07-01,41281.18421267894,37264.31022974735,701780.131615542,784253.9223968636
ADV-0035,2023-10-01,40983.71969088099,60749.79289315597,40983.71969088099,60749.79289315597
ADV-0035,2023-11-01,40983.71969088099,55488.35965980514,81967.43938176199,116238.15255296111
ADV-0035,2023-12-01,40983.71969088099,44725.99233109906,122951.15907264297,160964.14488406017
ADV-0035,2024-01-01,40983.71969088099,58189.0739794157,163934.87876352397,219153.21886347586
ADV-0035,2024-02-01,40983.71969088099,37604.93555667403,204918.59845440497,256758.1544201499
ADV-0035,2024-03-01,40983.71969088099,53244.834843357996,245902.31814528594,310002.9892635079
ADV-0035,2024-04-01,40983.71969088099,57893.77125528053,286886.037836167,367896.7605187884
ADV-0035,2024-05-01,40983.71969088099,41193.690298551315,327869.75752704794,409090.4508173397
ADV-0035,2024-06-01,40983.71969088099,54594.04363394828,368853.4772179289,463684.49445128796
ADV-0035,2024-07-01,40983.71969088099,39130.39641912403,409837.19690880994,502814.890870412
ADV-0035,2024-08-01,40983.71969088099,39256.969939494906,450820.9165996909,542071.8608099069
ADV-0035,2024-09-01,40983.71969088099,32842.6585990463,491804.6362905719,574914.5194089531
ADV-0035,2024-10-01,40983.71969088099,43979.111809989045,532788.3559814529,618893.6312189422
ADV-0035,2024-11-01,40983.71969088099,53665.92337577582,573772.075672334,672559.554594718
ADV-0035,2024-12-01,40983.71969088099,60705.91254883241,614755.7953632149,733265.4671435504
ADV-0035,2025-01-01,40983.71969088099,49454.986739903106,655739.5150540959,782720.4538834535
ADV-0035,2025-02-01,40983.71969088099,58127.97188526931,696723.2347449769,840848.4257687228
ADV-0035,2025-03-01,40983.71969088099,56768.8302247573,737706.9544358578,897617.2559934801
ADV-0035,2025-04-01,40983.71969088099,35059.43822358539,778690.6741267389,932676.6942170655
ADV-0035,2025-05-01,40983.71969088099,45509.42980652886,819674.3938176199,978186.1240235943
ADV-0035,2025-06-01,40983.71969088099,33172.616365964386,860658.1135085009,1011358.7403895587
ADV-0035,2025-07-01,40983.71969088099,52075.429810396316,901641.8331993818,1063434.170199955
ADV-0036,2023-06-01,166042.59,286042.4476309989,166042.59,286042.4476309989
ADV-0036,2023-07-01,166042.59,158639.15745495193,332085.18,444681.6050859508
ADV-0036,2023-08-01,166042.59,252183.10721120003,498127.77,696864.7122971509
ADV-0036,2023-09-01,166042.59,236250.84564316337,664170.36,933115.5579403143
ADV-0036,2023-10-01,166042.59,228627.88687648595,830212.95,1161743.4448168003
ADV-0036,2023-11-01,166042.59,198300.26536503233,996255.54,1360043.7101818325
ADV-0036,2023-12-01,166042.59,192816.00712330613,1162298.13,1552859.7173051387
ADV-0036,2024-01-01,166042.59,144243.72749785034,1328340.72,1697103.444802989
ADV-0037,2024-06-01,104939.59393939393,93586.54718234378,104939.59393939393,93586.54718234378
ADV-0037,2024-07-01,104939.59393939393,76226.47725811487,209879.18787878787,169813.02444045866
ADV-0037,2024-08-01,104939.59393939393,124714.02884759035,314818.7818181818,294527.053288049
ADV-0037,2024-09-01,104939.59393939393,83991.15767432936,419758.37575757573,378518.21096237836
ADV-0037,2024-10-01,104939.59393939393,149684.1394526537,524697.9696969697,528202.3504150321
ADV-0037,2024-11-01,104939.59393939393,119723.97766270506,629637.5636363636,647926.3280777372
ADV-0037,2024-12-01,104939.59393939393,134841.81282385896,734577.1575757575,782768.1409015962
ADV-0037,2025-01-01,104939.59393939393,110108.85400277466,839516.7515151515,892876.9949043709
ADV-0037,2025-02-01,104939.59393939393,122929.7163749168,944456.3454545455,1015806.7112792877
ADV-0037,2025-03-01,104939.59393939393,155647.4434160904,1049395.9393939395,1171454.1546953782
ADV-0038,2023-08-01,45968.598620689656,35924.96438871109,45968.598620689656,35924.96438871109
ADV-0038,2023-09-01,45968.598620689656,42346.8808411216,91937.19724137931,78271.84522983269
ADV-0038,2023-10-01,45968.598620689656,62079.235203288874,137905.79586206898,140351.08043312156
ADV-0038,2023-11-01,45968.598620689656,36525.2492173801,183874.39448275862,176876.32965050166
ADV-0038,2023-12-01,45968.598620689656,35659.65590709057,229842.99310344827,212535.98555759224
ADV-0038,2024-01-01,45968.598620689656,46383.1333935475,275811.59172413795,258919.11895113974
ADV-0038,2024-02-01,45968.598620689656,36278.83423635785,321780.1903448276,295197.95318749757
ADV-0038,2024-03-01,45968.598620689656,54768.092049431,367748.78896551725,349966.04523692856
ADV-0038,2024-04-01,45968.598620689656,41309.24926016109,413717.3875862069,391275.29449708964
ADV-0038,2024-05-01,45968.598620689656,66419.54722220828,459685.98620689654,457694.8417192979
ADV-0038,2024-06-01,45968.598620689656,62210.962415465685,505654.5848275862,519905.8041347636
ADV-0038,2024-07-01,45968.598620689656,59067.78511711932,551623.1834482759,578973.5892518829
ADV-0039,2024-05-01,103467.59870669746,140783.4937174656,103467.59870669746,140783.4937174656
ADV-0039,2024-06-01,103467.59870669746,164045.8855917124,206935.19741339493,304829.379309178
ADV-0039,2024-07-01,103467.59870669746,103615.82640174446,310402.7961200924,408445.2057109224
ADV-0039,2024-08-01,103467.59870669746,164955.83330574766,413870.39482678985,573401.0390166701
ADV-0039,2024-09-01,103467.59870669746,157065.57131956026,517337.9935334873,730466.6103362304
ADV-0039,2024-10-01,103467.59870669746,153165.43235525457,620805.5922401848,883632.0426914849
ADV-0039,2024-11-01,103467.59870669746,135528.60463901598,724273.1909468822,1019160.6473305009
ADV-0039,2024-12-01,103467.59870669746,105803.34610037477,827740.7896535797,1124963.9934308757
ADV-0039,2025-01-01,103467.59870669746,122534.16282202024,931208.3883602772,1247498.156252896
ADV-0039,2025-02-01,103467.59870669746,157450.4149946041,1034675.9870669746,1404948.5712475001
ADV-0039,2025-03-01,103467.59870669746,85565.8394098401,1138143.585773672,1490514.4106573402
ADV-0039,2025-04-01,103467.59870669746,156363.37039609585,1241611.1844803696,1646877.781053436
ADV-0039,2025-05-01,103467.59870669746,105220.80701858894,1345078.7831870671,1752098.588072025
ADV-0039,2025-06-01,103467.59870669746,96184.51350853631,1448546.3818937645,1848283.1015805614
ADV-0039,2025-07-01,103467.59870669746,93485.00362204024,1552013.9806004618,1941768.1052026015
ADV-0040,2024-01-01,38016.90380453753,28538.225590764843,38016.90380453753,28538.225590764843
ADV-0040,2024-02-01,38016.90380453753,44237.379988663866,76033.80760907505,72775.60557942871
ADV-0040,2024-03-01,38016.90380453753,34579.87970408064,114050.71141361259,107355.48528350935
ADV-0040,2024-04-01,38016.90380453753,58972.09601068723,152067.6152181501,166327.58129419657
ADV-0040,2024-05-01,38016.90380453753,45845.77730200382,190084.51902268763,212173.35859620039
ADV-0040,2024-06-01,38016.90380453753,32037.625859316926,228101.42282722518,244210.98445551732
ADV-0040,2024-07-01,38016.90380453753,49461.909192521176,266118.32663176267,293672.8936480385
ADV-0040,2024-08-01,38016.90380453753,56071.99240291002,304135.2304363002,349744.8860509485
ADV-0040,2024-09-01,38016.90380453753,51246.38107393026,342152.13424083777,400991.26712487877
ADV-0040,2024-10-01,38016.90380453753,30094.103663885442,380169.03804537526,431085.3707887642
ADV-0040,2024-11-01,38016.90380453753,56013.17992639494,418185.9418499128,487098.55071515916
ADV-0040,2024-12-01,38016.90380453753,52788.34322844508,456202.84565445036,539886.8939436042
ADV-0040,2025-01-01,38016.90380453753,32683.468456012273,494219.74945898785,572570.3623996165
ADV-0040,2025-02-01,38016.90380453753,29314.29694282612,532236.6532635253,601884.6593424426
ADV-0040,2025-03-01,38016.90380453753,45304.07511547497,570253.557068063,647188.7344579176
ADV-0040,2025-04-01,38016.90380453753,32611.728663276015,608270.4608726004,679800.4631211937
ADV-0040,2025-05-01,38016.90380453753,54074.47118521522,646287.3646771379,733874.9343064089
ADV-0040,2025-06-01,38016.90380453753,39010.45408123913,684304.2684816755,772885.388387648
ADV-0040,2025-07-01,38016.90380453753,56551.15239022896,722321.172286213,829436.540777877
ADV-0041,2023-11-01,13435.949155844155,17034.171466675096,13435.949155844155,17034.171466675096
ADV-0041,2023-12-01,13435.949155844155,12505.53249280249,26871.89831168831,29539.703959477585
ADV-0041,2024-01-01,13435.949155844155,11996.246939972541,40307.84746753247,41535.95089945012
ADV-0041,2024-02-01,13435.949155844155,17161.680687478944,53743.79662337662,58697.63158692907
ADV-0041,2024-03-01,13435.949155844155,19353.914785056135,67179.74577922077,78051.5463719852
ADV-0041,2024-04-01,13435.949155844155,19585.918580300735,80615.69493506494,97637.46495228593
ADV-0041,2024-05-01,13435.949155844155,13606.135819570136,94051.64409090909,111243.60077185606
ADV-0041,2024-06-01,13435.949155844155,12760.620029831061,107487.59324675324,124004.22080168712
ADV-0041,2024-07-01,13435.949155844155,10543.801282575552,120923.54240259739,134548.02208426266
ADV-0041,2024-08-01,13435.949155844155,18376.283880763647,134359.49155844154,152924.30596502632
ADV-0041,2024-09-01,13435.949155844155,11250.996009992818,147795.4407142857,164175.30197501913
ADV-0041,2024-10-01,13435.949155844155,15320.607830037401,161231.38987012987,179495.90980505652
ADV-0041,2024-11-01,13435.949155844155,17459.751298080737,174667.339025974,196955.66110313724
ADV-0041,2024-12-01,13435.949155844155,21425.71521093624,188103.28818181818,218381.37631407348
ADV-0041,2025-01-01,13435.949155844155,14032.315589762713,201539.2373376623,232413.69190383618
ADV-0041,2025-02-01,13435.949155844155,13298.895796155486,214975.18649350648,245712.58769999168
ADV-0041,2025-03-01,13435.949155844155,18080.23191403513,228411.13564935065,263792.8196140268
ADV-0041,2025-04-01,13435.949155844155,17667.337301987747,241847.08480519478,281460.15691601456
ADV-0041,2025-05-01,13435.949155844155,14272.425793164015,255283.03396103895,295732.58270917856
ADV-0041,2025-06-01,13435.949155844155,21319.218434552513,268718.9831168831,317051.80114373105
ADV-0041,2025-07-01,13435.949155844155,20335.0248527382,282154.93227272725,337386.82599646924
ADV-0042,2023-10-01,2398.6532098765433,2446.280394428468,2398.6532098765433,2446.280394428468
ADV-0042,2023-11-01,2398.6532098765433,2480.025798180151,4797.306419753087,4926.306192608619
ADV-0042,2023-12-01,2398.6532098765433,3088.061455154643,7195.9596296296295,8014.3676477632625
ADV-0042,2024-01-01,2398.6532098765433,3669.6393645552016,9594.612839506173,11684.007012318463
ADV-0042,2024-02-01,2398.6532098765433,2045.7380967924032,11993.266049382717,13729.745109110867
ADV-0042,2024-03-01,2398.6532098765433,3491.0359158198826,14391.919259259259,17220.78102493075
ADV-0042,2024-04-01,2398.6532098765433,3390.6472180796027,16790.572469135805,20611.428243010356
ADV-0042,2024-05-01,2398.6532098765433,2462.9695672979096,19189.225679012347,23074.397810308266
ADV-0042,2024-06-01,2398.6532098765433,3464.3642680467,21587.87888888889,26538.762078354965
ADV-0042,2024-07-01,2398.6532098765433,4040.5073490595814,23986.532098765434,30579.269427414547
ADV-0042,2024-08-01,2398.6532098765433,2051.8493663983536,26385.185308641976,32631.1187938129
ADV-0042,2024-09-01,2398.6532098765433,2659.2359560398577,28783.838518518518,35290.354749852755
ADV-0042,2024-10-01,2398.6532098765433,2923.0659472140774,31182.491728395064,38213.42069706683
ADV-0042,2024-11-01,2398.6532098765433,3949.4151631248337,33581.14493827161,42162.83586019166
ADV-0042,2024-12-01,2398.6532098765433,4089.6524455184895,35979.79814814815,46252.488305710154
ADV-0042,2025-01-01,2398.6532098765433,2936.2848187507184,38378.45135802469,49188.77312446087
ADV-0042,2025-02-01,2398.6532098765433,3617.232284506817,40777.10456790124,52806.00540896769
ADV-0042,2025-03-01,2398.6532098765433,3131.157357310917,43175.75777777778,55937.16276627861
ADV-0042,2025-04-01,2398.6532098765433,3144.7844261443192,45574.41098765432,59081.94719242293
ADV-0042,2025-05-01,2398.6532098765433,2566.7420716962893,47973.06419753087,61648.68926411922
ADV-0042,2025-06-01,2398.6532098765433,2430.6402006847334,50371.71740740741,64079.32946480395
ADV-0042,2025-07-01,2398.6532098765433,2588.791957664773,52770.37061728395,66668.12142246873
ADV-0043,2023-08-01,57639.574233473984,76561.05506801921,57639.574233473984,76561.05506801921
ADV-0043,2023-09-01,57639.574233473984,48362.831325943036,115279.14846694797,124923.88639396225
ADV-0043,2023-10-01,57639.574233473984,95331.64926694686,172918.72270042196,220255.5356609091
ADV-0043,2023-11-01,57639.574233473984,55162.875649236354,230558.29693389594,275418.41131014546
ADV-0043,2023-12-01,57639.574233473984,58575.773036806015,288197.87116736994,333994.1843469515
ADV-0043,2024-01-01,57639.574233473984,74525.68071687881,345837.4454008439,408519.8650638303
ADV-0043,2024-02-01,57639.574233473984,84787.03574538651,403477.0196343179,493306.9008092168
ADV-0043,2024-03-01,57639.574233473984,51923.83593389958,461116.5938677919,545230.7367431164
ADV-0043,2024-04-01,57639.574233473984,63796.67270902635,518756.16810126585,609027.4094521428
ADV-0043,2024-05-01,57639.574233473984,98617.2787014671,576395.7423347399,707644.6881536099
ADV-0043,2024-06-01,57639.574233473984,60835.93492857619,634035.3165682139,768480.6230821861
ADV-0043,2024-07-01,57639.574233473984,63548.23780333592,691674.8908016878,832028.860885522
ADV-0043,2024-08-01,57639.574233473984,91547.24111082395,749314.4650351618,923576.1019963459
ADV-0043,2024-09-01,57639.574233473984,49489.280371257606,806954.0392686358,973065.3823676035
ADV-0043,2024-10-01,57639.574233473984,71655.27193418931,864593.6135021098,1044720.6543017928
ADV-0043,2024-11-01,57639.574233473984,67108.85464787255,922233.1877355837,1111829.5089496654
ADV-0043,2024-12-01,57639.574233473984,63737.40965113613,979872.7619690577,1175566.9186008014
ADV-0043,2025-01-01,57639.574233473984,62085.26982391947,1037512.3362025317,1237652.188424721
ADV-0043,2025-02-01,57639.574233473984,51690.89173369112,1095151.9104360058,1289343.080158412
ADV-0043,2025-03-01,57639.574233473984,63643.21831228015,1152791.4846694798,1352986.2984706922
ADV-0043,2025-04-01,57639.574233473984,49106.18684415742,1210431.0589029538,1402092.4853148498
ADV-0043,2025-05-01,57639.574233473984,88576.720299137,1268070.6331364277,1490669.2056139868
ADV-0043,2025-06-01,57639.574233473984,68104.34977385565,1325710.2073699017,1558773.5553878425
ADV-0043,2025-07-01,57639.574233473984,70547.53936463005,1383349.7816033757,1629321.0947524726
ADV-0044,2023-09-01,6511.563647058823,9765.836150755626,6511.563647058823,9765.836150755626
ADV-0044,2023-10-01,6511.563647058823,8465.23216637141,13023.127294117647,18231.068317127036
ADV-0044,2023-11-01,6511.563647058823,4876.081031086818,19534.690941176472,23107.149348213854
ADV-0044,2023-12-01,6511.563647058823,10039.608596851085,26046.254588235293,33146.757945064935
ADV-0044,2024-01-01,6511.563647058823,6141.045954747521,32557.818235294115,39287.803899812454
ADV-0044,2024-02-01,6511.563647058823,5425.80487427251,39069.381882352944,44713.60877408496
ADV-0044,2024-03-01,6511.563647058823,9073.034989304893,45580.945529411765,53786.64376338985
ADV-0044,2024-04-01,6511.563647058823,7595.118858074301,52092.50917647059,61381.76262146416
ADV-0044,2024-05-01,6511.563647058823,7226.777128339948,58604.07282352941,68608.5397498041
ADV-0044,2024-06-01,6511.563647058823,6209.287821718322,65115.63647058823,74817.82757152242
ADV-0044,2024-07-01,6511.563647058823,7854.611568725587,71627.20011764705,82672.439140248
ADV-0044,2024-08-01,6511.563647058823,6346.67877794384,78138.76376470589,89019.11791819184
ADV-0044,2024-09-01,6511.563647058823,9809.946649601896,84650.32741176471,98829.06456779374
ADV-0044,2024-10-01,6511.563647058823,6019.897607661453,91161.89105882353,104848.96217545519
ADV-0044,2024-11-01,6511.563647058823,9714.817777897437,97673.45470588235,114563.77995335263
ADV-0044,2024-12-01,6511.563647058823,7920.508447063044,104185.01835294117,122484.28840041567
ADV-0044,2025-01-01,6511.563647058823,9406.33095217634,110696.582,131890.619352592
ADV-0044,2025-02-01,6511.563647058823,8767.77750368214,117208.14564705882,140658.39685627416
ADV-0044,2025-03-01,6511.563647058823,8678.595453604075,123719.70929411764,149336.99230987823
ADV-0044,2025-04-01,6511.563647058823,6622.554844270319,130231.27294117646,155959.54715414855
ADV-0044,2025-05-01,6511.563647058823,6123.11369931844,136742.83658823528,162082.66085346698
ADV-0044,2025-06-01,6511.563647058823,5996.053057686836,143254.4002352941,168078.7139111538
ADV-0044,2025-07-01,6511.563647058823,9564.826237822937,149765.96388235292,177643.54014897675
ADV-0045,2024-06-01,113999.3981,176269.20497329812,113999.3981,176269.20497329812
ADV-0045,2024-07-01,113999.3981,136776.82639892324,227998.7962,313046.03137222136
ADV-0045,2024-08-01,113999.3981,104737.28985856415,341998.19430000003,417783.3212307855
ADV-0045,2024-09-01,113999.3981,130713.31198659341,455997.5924,548496.633217379
ADV-0045,2024-10-01,113999.3981,155363.07994556995,569996.9905000001,703859.713162949
ADV-0045,2024-11-01,113999.3981,138214.65741197582,683996.3886000001,842074.3705749247
ADV-0045,2024-12-01,113999.3981,172085.80927796033,797995.7867,1014160.1798528851
ADV-0045,2025-01-01,113999.3981,194691.82163974285,911995.1848,1208852.001492628
ADV-0045,2025-02-01,113999.3981,110843.03573698242,1025994.5829,1319695.0372296104
ADV-0045,2025-03-01,113999.3981,138760.24378475497,1139993.9810000001,1458455.2810143654
ADV-0045,2025-04-01,113999.3981,135779.81741750397,1253993.3791,1594235.0984318694
ADV-0045,2025-05-01,113999.3981,122628.83218270433,1367992.7772000001,1716863.9306145736
ADV-0045,2025-06-01,113999.3981,111567.0056250484,1481992.1753,1828430.936239622
ADV-0045,2025-07-01,113999.3981,97801.36159043944,1595991.5734,1926232.2978300615
ADV-0046,2023-11-01,40398.16524271845,60366.056476691636,40398.16524271845,60366.056476691636
ADV-0046,2023-12-01,40398.16524271845,44358.465882126155,80796.3304854369,104724.52235881779
ADV-0046,2024-01-01,40398.16524271845,46997.90845058918,121194.49572815537,151722.43080940697
ADV-0046,2024-02-01,40398.16524271845,61387.712981369375,161592.6609708738,213110.14379077635
ADV-0046,2024-03-01,40398.16524271845,56569.321527105385,201990.82621359226,269679.4653178817
ADV-0046,2024-04-01,40398.16524271845,34446.10447419392,242388.99145631073,304125.56979207566
ADV-0046,2024-05-01,40398.16524271845,49345.394642038766,282787.15669902915,353470.9644341144
ADV-0046,2024-06-01,40398.16524271845,45125.95971294021,323185.3219417476,398596.9241470546
ADV-0046,2024-07-01,40398.16524271845,57286.01182766779,363583.4871844661,455882.9359747224
ADV-0046,2024-08-01,40398.16524271845,54785.939490527046,403981.6524271845,510668.8754652494
ADV-0046,2024-09-01,40398.16524271845,53627.11213376007,444379.817669903,564295.9875990095
ADV-0046,2024-10-01,40398.16524271845,41641.70239285511,484777.98291262146,605937.6899918646
ADV-0046,2024-11-01,40398.16524271845,57551.59962031149,525176.1481553399,663489.2896121761
ADV-0046,2024-12-01,40398.16524271845,31770.240969876766,565574.3133980583,695259.5305820529
ADV-0046,2025-01-01,40398.16524271845,35443.81167698021,605972.4786407768,730703.3422590331
ADV-0046,2025-02-01,40398.16524271845,41473.101256119095,646370.6438834952,772176.4435151522
ADV-0046,2025-03-01,40398.16524271845,32606.680592463825,686768.8091262137,804783.124107616
ADV-0046,2025-04-01,40398.16524271845,38025.78894148597,727166.9743689322,842808.913049102
ADV-0046,2025-05-01,40398.16524271845,58414.45555634378,767565.1396116506,901223.3686054457
ADV-0046,2025-06-01,40398.16524271845,62460.30233347616,807963.304854369,963683.6709389219
ADV-0046,2025-07-01,40398.16524271845,40410.39771409732,848361.4700970876,1004094.0686530191
ADV-0047,2023-07-01,25698.587951153324,26238.41661104057,25698.587951153324,26238.41661104057
ADV-0047,2023-08-01,25698.587951153324,26592.4829165144,51397.17590230665,52830.89952755497
ADV-0047,2023-09-01,25698.587951153324,26542.434552935934,77095.76385345997,79373.3340804909
ADV-0047,2023-10-01,25698.587951153324,20975.01898622265,102794.3518046133,100348.35306671355
ADV-0047,2023-11-01,25698.587951153324,41490.808313302514,128492.93975576662,141839.16138001607
ADV-0047,2023-12-01,25698.587951153324,25068.292429288424,154191.52770691994,166907.45380930448
ADV-0047,2024-01-01,25698.587951153324,29818.67938101505,179890.11565807328,196726.13319031952
ADV-0047,2024-02-01,25698.587951153324,20370.742484153983,205588.7036092266,217096.8756744735
ADV-0047,2024-03-01,25698.587951153324,39902.91094207444,231287.2915603799,256999.78661654794
ADV-0047,2024-04-01,25698.587951153324,36983.27429875954,256985.87951153325,293983.0609153075
ADV-0047,2024-05-01,25698.587951153324,41947.63569512839,282684.4674626866,335930.6966104359
ADV-0047,2024-06-01,25698.587951153324,38145.12001966013,308383.0554138399,374075.81663009606
ADV-0047,2024-07-01,25698.587951153324,27371.078647878516,334081.6433649932,401446.89527797455
ADV-0047,2024-08-01,25698.587951153324,25855.208751491245,359780.23131614656,427302.1040294658
ADV-0047,2024-09-01,25698.587951153324,36213.26316327678,385478.81926729984,463515.3671927426
ADV-0047,2024-10-01,25698.587951153324,28531.729972484463,411177.4072184532,492047.09716522705
ADV-0047,2024-11-01,25698.587951153324,33185.32299160193,436875.9951696065,525232.420156829
ADV-0047,2024-12-01,25698.587951153324,20291.777073599096,462574.5831207598,545524.197230428
ADV-0047,2025-01-01,25698.587951153324,21572.669085913065,488273.17107191315,567096.8663163411
ADV-0047,2025-02-01,25698.587951153324,32475.040263629555,513971.7590230665,599571.9065799706
ADV-0047,2025-03-01,25698.587951153324,33182.02177934471,539670.3469742198,632753.9283593153
ADV-0047,2025-04-01,25698.587951153324,37450.599461274265,565368.9349253732,670204.5278205895
ADV-0047,2025-05-01,25698.587951153324,23186.31779978537,591067.5228765265,693390.8456203749
ADV-0047,2025-06-01,25698.587951153324,31964.213182923235,616766.1108276797,725355.0588032982
ADV-0047,2025-07-01,25698.587951153324,24625.031737225025,642464.6987788331,749980.0905405232
ADV-0048,2023-07-01,55937.1667294751,48525.70039906111,55937.1667294751,48525.70039906111
ADV-0048,2023-08-01,55937.1667294751,64428.66533591421,111874.3334589502,112954.36573497532
ADV-0048,2023-09-01,55937.1667294751,52041.122744111795,167811.5001884253,164995.48847908713
ADV-0048,2023-10-01,55937.1667294751,54970.38523650442,223748.6669179004,219965.87371559156
ADV-0048,2023-11-01,55937.1667294751,59770.479433870874,279685.8336473755,279736.35314946243
ADV-0048,2023-12-01,55937.1667294751,56855.207905085896,335623.0003768506,336591.5610545483
ADV-0048,2024-01-01,55937.1667294751,48244.78838622301,391560.16710632574,384836.34944077133
ADV-0048,2024-02-01,55937.1667294751,48361.314058351796,447497.3338358008,433197.6634991231
ADV-0048,2024-03-01,55937.1667294751,53540.341701161684,503434.5005652759,486738.0052002848
ADV-0048,2024-04-01,55937.1667294751,46388.75011894173,559371.667294751,533126.7553192265
ADV-0048,2024-05-01,55937.1667294751,75252.57747554092,615308.8340242262,608379.3327947675
ADV-0048,2024-06-01,55937.1667294751,58255.46794859169,671246.0007537012,666634.8007433591
ADV-0048,2024-07-01,55937.1667294751,57875.5230854417,727183.1674831763,724510.3238288008
ADV-0048,2024-08-01,55937.1667294751,60494.39408496505,783120.3342126515,785004.7179137659
ADV-0048,2024-09-01,55937.1667294751,77073.8900614456,839057.5009421265,862078.6079752116
ADV-0048,2024-10-01,55937.1667294751,87490.64887553787,894994.6676716016,949569.2568507495
ADV-0048,2024-11-01,55937.1667294751,81899.94910435188,950931.8344010768,1031469.2059551014
ADV-0048,2024-12-01,55937.1667294751,80318.28648700286,1006869.0011305518,1111787.4924421043
ADV-0048,2025-01-01,55937.1667294751,68132.28029398205,1062806.167860027,1179919.7727360863
ADV-0048,2025-02-01,55937.1667294751,78628.06605356699,1118743.334589502,1258547.8387896533
ADV-0048,2025-03-01,55937.1667294751,71559.02354116521,1174680.5013189772,1330106.8623308185
ADV-0048,2025-04-01,55937.1667294751,54693.15061396269,1230617.6680484524,1384800.0129447812
ADV-0048,2025-05-01,55937.1667294751,54309.12542043604,1286554.8347779273,1439109.1383652173
ADV-0048,2025-06-01,55937.1667294751,58709.817594764834,1342492.0015074024,1497818.955959982
ADV-0048,2025-07-01,55937.1667294751,89503.89660977446,1398429.1682368775,1587322.8525697566
ADV-0049,2023-12-01,36269.950655462184,43749.09682919998,36269.950655462184,43749.09682919998
ADV-0049,2024-01-01,36269.950655462184,49484.971000924415,72539.90131092437,93234.0678301244
ADV-0049,2024-02-01,36269.950655462184,37571.38279821711,108809.85196638654,130805.45062834152
ADV-0049,2024-03-01,36269.950655462184,39452.38397554521,145079.80262184874,170257.83460388673
ADV-0049,2024-04-01,36269.950655462184,30774.313611688558,181349.75327731093,201032.1482155753
ADV-0049,2024-05-01,36269.950655462184,32180.80838458074,217619.7039327731,233212.95660015603
ADV-0049,2024-06-01,36269.950655462184,52359.24122883179,253889.65458823528,285572.19782898785
ADV-0049,2024-07-01,36269.950655462184,44900.13731557663,290159.6052436975,330472.33514456445
ADV-0049,2024-08-01,36269.950655462184,37293.76181447769,326429.55589915963,367766.09695904213
ADV-0049,2024-09-01,36269.950655462184,51605.53231273967,362699.50655462185,419371.62927178177
ADV-0049,2024-10-01,36269.950655462184,34494.495947843796,398969.457210084,453866.12521962554
ADV-0049,2024-11-01,36269.950655462184,56932.06121461518,435239.4078655462,510798.1864342407
ADV-0049,2024-12-01,36269.950655462184,37517.83032649165,471509.3585210084,548316.0167607324
ADV-0049,2025-01-01,36269.950655462184,37286.94879624782,507779.30917647056,585602.9655569802
ADV-0049,2025-02-01,36269.950655462184,36505.75233677497,544049.2598319327,622108.7178937552
ADV-0049,2025-03-01,36269.950655462184,30668.077287520835,580319.210487395,652776.795181276
ADV-0049,2025-04-01,36269.950655462184,30330.539530916285,616589.1611428572,683107.3347121923
ADV-0049,2025-05-01,36269.950655462184,46846.016889901606,652859.1117983193,729953.3516020939
ADV-0049,2025-06-01,36269.950655462184,53828.23745951647,689129.0624537815,783781.5890616104
ADV-0049,2025-07-01,36269.950655462184,51226.2780212853,725399.0131092437,835007.8670828957
ADV-0050,2023-07-01,60489.175081081084,56054.721262247884,60489.175081081084,56054.721262247884
ADV-0050,2023-08-01,60489.175081081084,78368.01470210617,120978.35016216217,134422.73596435407
ADV-0050,2023-09-01,60489.175081081084,54095.438421339364,181467.52524324326,188518.17438569345
ADV-0050,2023-10-01,60489.175081081084,50769.09180720761,241956.70032432434,239287.26619290106
ADV-0050,2023-11-01,60489.175081081084,84480.62783689551,302445.8754054054,323767.8940297966
ADV-0050,2023-12-01,60489.175081081084,77792.64367952303,362935.0504864865,401560.5377093196
ADV-0050,2024-01-01,60489.175081081084,52795.29080536625,423424.22556756757,454355.82851468585
ADV-0050,2024-02-01,60489.175081081084,50197.82464276692,483913.4006486487,504553.65315745276
ADV-0050,2024-03-01,60489.175081081084,102871.39038294888,544402.5757297297,607425.0435404016
ADV-0050,2024-04-01,60489.175081081084,49926.52235698034,604891.7508108108,657351.565897382
ADV-0050,2024-05-01,60489.175081081084,72793.26407714396,665380.9258918919,730144.829974526
ADV-0050,2024-06-01,60489.175081081084,76108.23925291291,725870.100972973,806253.0692274389
ADV-0050,2024-07-01,60489.175081081084,54740.253321881304,786359.2760540541,860993.3225493202
ADV-0050,2024-08-01,60489.175081081084,57596.84536889245,846848.4511351351,918590.1679182126
ADV-0050,2024-09-01,60489.175081081084,67678.08161466959,907337.6262162162,986268.2495328821
ADV-0050,2024-10-01,60489.175081081084,90289.07034807027,967826.8012972974,1076557.3198809524
ADV-0050,2024-11-01,60489.175081081084,76244.13546162537,1028315.9763783785,1152801.4553425778
ADV-0050,2024-12-01,60489.175081081084,83460.93796974083,1088805.1514594594,1236262.3933123187
ADV-0050,2025-01-01,60489.175081081084,102618.62700195775,1149294.3265405407,1338881.0203142765
