project_id,resource_type,planned_allocation,actual_allocation,planned_hours,actual_hours,hourly_rate
ADV-0074,DevOps Engineers,7,7.742757467527479,6280.0,7419.342413367945,135
ADV-0075,Business Analysts,1,1.1204656268700635,2268.5714285714284,2125.745796198501,58
ADV-0075,Project Managers,10,8.27876278692048,22685.714285714286,28394.98270255754,188
ADV-0075,QA Engineers,7,6.41722809570192,15880.0,14413.952705865591,185
ADV-0075,DevOps Engineers,7,7.322973953760007,15880.0,19936.023762298646,96
ADV-0075,Data Scientists,10,8.193856929903289,22685.714285714286,28747.45958413635,133
ADV-0075,UX/UI Designers,7,5.710761018375317,15880.0,17591.487828153844,122
ADV-0076,Senior Developers,6,6.475369311368164,11828.571428571428,13302.139163428303,151
ADV-0076,Data Scientists,3,2.912534935703201,5914.285714285714,5007.980936925246,68
ADV-0076,Junior Developers,4,3.278959301915874,7885.714285714285,8065.8704872585995,77
ADV-0076,UX/UI Designers,7,7.720129535109514,13800.0,13680.831420092622,107
ADV-0076,DevOps Engineers,1,1.0692032665154707,1971.4285714285713,2431.9071202725345,133
ADV-0077,UX/UI Designers,8,8.842543718391301,18011.428571428572,19509.284909385457,190
ADV-0077,Data Scientists,7,5.656340821188608,15760.0,19562.061427936915,92
ADV-0077,Junior Developers,4,4.5110371695463884,9005.714285714286,7236.52610060555,65
ADV-0077,Business Analysts,7,7.496441921739847,15760.0,16869.233174648278,112
ADV-0077,QA Engineers,7,7.087751869062506,15760.0,20141.12286354945,82
ADV-0077,DevOps Engineers,7,7.397908658071459,15760.0,20123.18457675466,141
ADV-0078,Junior Developers,10,11.611317228143857,23200.0,26579.100524288657,94
ADV-0078,Project Managers,10,8.449544197289043,23200.0,23366.19336263441,95
ADV-0078,UX/UI Designers,10,11.399370418388095,23200.0,26014.484048446804,124
ADV-0079,Business Analysts,5,5.655849909090625,10485.714285714286,12313.752690244482,137
ADV-0079,Project Managers,1,1.0034767762917505,2097.1428571428573,2382.650667063791,82
ADV-0079,DevOps Engineers,1,1.1370138033407207,2097.1428571428573,2553.226104126077,136
ADV-0079,Data Scientists,5,4.941411894631875,10485.714285714286,10640.105403255484,65
ADV-0079,QA Engineers,6,7.07256695870524,12582.857142857143,10261.748636566552,64
ADV-0079,Junior Developers,1,0.8333516215075039,2097.1428571428573,1929.3178504759223,63
ADV-0080,QA Engineers,6,6.40088845710085,10560.0,11509.011966881997,116
ADV-0080,DevOps Engineers,3,3.1458087733657005,5280.0,5136.437245898085,106
ADV-0080,Data Scientists,4,3.7899246784063383,7040.0,7011.833114489803,132
ADV-0080,Project Managers,1,0.9384434000657631,1760.0,1748.7212812572222,160
ADV-0080,UX/UI Designers,7,7.492499343924589,12320.0,10479.860922798998,180
ADV-0081,Data Scientists,1,0.9118695426185773,1285.7142857142858,1546.6537559143553,179
ADV-0081,Project Managers,7,8.02380610184365,9000.0,9469.185573568642,58
ADV-0081,QA Engineers,5,4.712809471699329,6428.571428571429,5395.295066119711,101
ADV-0081,Junior Developers,1,1.126717347829739,1285.7142857142858,1382.586778732368,100
ADV-0081,Senior Developers,1,0.960725383440678,1285.7142857142858,1478.863842058516,93
ADV-0081,DevOps Engineers,6,4.806988122801093,7714.285714285715,8550.841201579986,177
ADV-0082,DevOps Engineers,1,1.0343113083724191,2251.4285714285716,2121.1702454388887,158
ADV-0082,Senior Developers,6,7.000706671445973,13508.571428571428,16638.71015522702,143
ADV-0082,UX/UI Designers,6,6.87111371154114,13508.571428571428,11844.883705852377,74
ADV-0082,Data Scientists,6,6.013854801286106,13508.571428571428,14797.396366437086,175
ADV-0083,Business Analysts,3,2.859670567705204,1525.7142857142856,1932.048693842405,165
ADV-0083,Junior Developers,1,0.854197807571538,508.57142857142856,609.0874816149826,121
ADV-0083,DevOps Engineers,7,8.203637350422863,3560.0,3786.5141669122054,72
ADV-0083,UX/UI Designers,1,0.8478987154002128,508.57142857142856,531.5713417414272,82
ADV-0084,Data Scientists,3,3.4795349872467782,5245.714285714286,4844.326424699325,138
ADV-0084,Senior Developers,10,10.708375139134576,17485.714285714286,18536.872276158443,63
ADV-0084,Junior Developers,7,7.282680145992993,12240.0,10593.809466140849,132
ADV-0084,Project Managers,3,3.5093931393288633,5245.714285714286,4832.07221773151,121
ADV-0084,DevOps Engineers,6,7.1351079238849,10491.428571428572,8495.152372737964,166
ADV-0085,Project Managers,3,2.4699303618726893,2828.571428571429,3402.217437037388,112
ADV-0085,UX/UI Designers,1,1.095318204191323,942.8571428571429,1016.7343638034882,165
ADV-0085,Senior Developers,10,9.190715034249488,9428.57142857143,9711.73083609565,196
ADV-0085,Data Scientists,7,7.332038417401923,6600.0,7438.18093068682,64
ADV-0085,Junior Developers,3,2.5091225398956496,2828.571428571429,2384.19477435785,101
ADV-0086,Senior Developers,7,5.720876814416236,4400.0,4515.090877112938,187
ADV-0086,UX/UI Designers,12,13.624093939435276,7542.857142857142,7241.5582460793985,87
ADV-0086,Data Scientists,12,9.643994640882319,7542.857142857142,9389.910477685433,102
ADV-0086,Project Managers,10,10.453607386088684,6285.714285714285,8042.64741020075,69
ADV-0086,Junior Developers,12,9.735318434146667,7542.857142857142,6286.937841721482,59
ADV-0087,Junior Developers,2,1.9327309234380077,1600.0,1985.1886556711286,86
ADV-0087,QA Engineers,7,7.527523613986199,5600.0,4774.273140598188,101
ADV-0087,Senior Developers,5,5.6087488282754006,4000.0,5016.167374119709,186
ADV-0087,Data Scientists,7,7.20131306288507,5600.0,6419.203840217229,158
ADV-0087,Project Managers,5,5.568559629909138,4000.0,4183.735643834414,65
ADV-0087,UX/UI Designers,6,5.578815958005474,4800.0,4507.544737077386,156
ADV-0088,UX/UI Designers,2,1.9686949882157216,2194.285714285714,2065.555046993729,119
ADV-0088,Project Managers,6,5.967461729140499,6582.857142857142,5800.100700039642,106
ADV-0088,Junior Developers,5,5.338107030633896,5485.714285714285,6106.3111533597985,62
ADV-0088,Senior Developers,2,1.706059261987586,2194.285714285714,2793.080499835992,113
ADV-0088,QA Engineers,7,8.214060802363504,7680.0,7160.894675628744,64
ADV-0088,DevOps Engineers,6,4.9851464978065465,6582.857142857142,6930.617496456036,81
ADV-0089,Junior Developers,4,3.5828141804023423,7862.857142857143,8867.845917340861,167
ADV-0089,Business Analysts,2,2.2582081944258654,3931.4285714285716,3676.5709436027487,156
ADV-0089,QA Engineers,7,6.480415496271935,13760.0,14185.228593146687,150
ADV-0090,Senior Developers,4,3.857492647940413,10217.142857142857,11902.404978440092,141
ADV-0090,Junior Developers,6,6.506692360836686,15325.714285714284,17619.30644153864,172
ADV-0090,QA Engineers,6,5.899807955436115,15325.714285714284,18848.696042421,141
ADV-0091,Junior Developers,3,2.97961693541274,3377.142857142857,3109.9509254871195,125
ADV-0091,UX/UI Designers,4,4.3995611948536695,4502.857142857143,4454.1082696169315,73
ADV-0091,Senior Developers,3,3.1831224182585283,3377.142857142857,4325.93128310541,131
ADV-0091,Data Scientists,6,5.579292802219834,6754.285714285714,6746.7660043133965,117
ADV-0091,Business Analysts,6,5.555532141409364,6754.285714285714,5858.48933538495,123
ADV-0092,QA Engineers,1,1.0370272731059307,1388.5714285714287,1751.1436180332316,138
ADV-0092,Business Analysts,1,1.1658104615208225,1388.5714285714287,1287.7386385081563,76
ADV-0092,UX/UI Designers,1,1.1030193572533484,1388.5714285714287,1636.726571770623,152
ADV-0092,Project Managers,4,3.4097277787275253,5554.285714285715,5947.9743742361925,100
ADV-0093,Data Scientists,12,14.147073116337419,26674.285714285714,33775.56711732993,105
ADV-0093,UX/UI Designers,12,12.08831820783871,26674.285714285714,23146.83647366171,127
ADV-0093,QA Engineers,1,0.8734318509420584,2222.8571428571427,2816.3460165754514,168
ADV-0093,Senior Developers,12,11.439189449083804,26674.285714285714,26762.798021425835,72
ADV-0093,DevOps Engineers,8,6.871852535763632,17782.85714285714,18753.031013438766,149
ADV-0093,Business Analysts,4,4.343523706211612,8891.42857142857,9628.293739981666,120
ADV-0094,Data Scientists,4,4.757430866297669,7588.571428571429,8152.532449424021,62
ADV-0094,DevOps Engineers,4,4.7487516748319285,7588.571428571429,8122.64560716117,141
ADV-0094,Senior Developers,7,5.908049619157122,13280.0,16329.917675107961,95
ADV-0094,Junior Developers,3,2.487771011373941,5691.428571428572,6151.251495780117,152
ADV-0095,Project Managers,4,4.620173327190328,9120.0,8594.176192641879,109
ADV-0095,Data Scientists,1,1.147520438327128,2280.0,2523.0142112471535,192
ADV-0095,Senior Developers,2,2.3244657100585058,4560.0,5516.295506368433,149
ADV-0095,Junior Developers,2,2.260366660637028,4560.0,5233.536329810972,140
ADV-0096,QA Engineers,12,10.381932741491491,8777.142857142857,10808.045469078203,169
ADV-0096,Business Analysts,7,8.160153239466153,5120.0,6280.693077854571,99
ADV-0096,DevOps Engineers,10,9.282651018945728,7314.285714285714,9157.314066980165,111
ADV-0097,Data Scientists,1,0.8175524353474974,531.4285714285714,438.56341367829214,70
ADV-0097,Senior Developers,6,5.581870904989484,3188.571428571429,3803.4382446623526,178
ADV-0097,Junior Developers,7,6.514964674834126,3720.0,3736.355012124381,80
ADV-0097,Project Managers,7,5.735975625227853,3720.0,3124.156305373987,177
ADV-0097,UX/UI Designers,8,6.803689908121014,4251.428571428572,5305.026428227124,81
ADV-0097,Business Analysts,2,1.6237890090356821,1062.857142857143,928.646239109519,130
ADV-0098,Junior Developers,6,6.632647361011232,11005.714285714284,11179.518336800922,114
ADV-0098,DevOps Engineers,7,5.7412755977363465,12840.0,14503.002652655588,108
ADV-0098,UX/UI Designers,4,3.5325181463341373,7337.142857142857,8153.581213536108,106
ADV-0098,Project Managers,1,1.1799316821945462,1834.2857142857142,2318.2386509181306,105
ADV-0098,QA Engineers,1,1.1847459497391994,1834.2857142857142,1780.1927865548196,183
ADV-0098,Business Analysts,1,1.057110620023946,1834.2857142857142,1526.3574973383718,180
ADV-0099,Business Analysts,1,0.9396209697846205,640.0,721.0199005305001,51
ADV-0099,DevOps Engineers,1,0.9721265712169563,640.0,553.291650844616,110
ADV-0099,Junior Developers,1,0.8287923273853287,640.0,726.3903757109301,180
ADV-0100,Project Managers,3,3.3471487856125255,4525.714285714286,4293.931449774646,86
ADV-0100,Senior Developers,6,6.649660729824562,9051.428571428572,9240.825344607798,188
ADV-0100,QA Engineers,7,7.471813723222751,10560.0,8476.504302729818,167
ADV-0100,Junior Developers,6,5.569759421627215,9051.428571428572,7783.874927258784,194
ADV-0100,UX/UI Designers,6,6.486879465720244,9051.428571428572,9424.149241128804,143
ADV-0101,UX/UI Designers,4,3.54330371214856,4228.571428571428,3792.582732049379,80
ADV-0101,Senior Developers,4,4.121854927721546,4228.571428571428,3589.7548057433514,110
ADV-0101,Business Analysts,10,11.134335578971534,10571.42857142857,13704.646642995878,53
ADV-0101,Project Managers,4,4.736909658117495,4228.571428571428,3795.2585555854544,161
ADV-0101,DevOps Engineers,7,7.542817358519503,7400.0,7386.2258712192925,176
ADV-0102,UX/UI Designers,1,0.9071097258416471,1680.0,1774.5640213763377,154
ADV-0102,Business Analysts,6,6.4959420521974405,10080.0,10436.756384944045,164
ADV-0102,Senior Developers,3,2.4506405622975582,5040.0,4861.889619255911,181
ADV-0102,Data Scientists,5,5.520929212552134,8400.0,7427.450314754044,171
ADV-0102,DevOps Engineers,1,0.878842415529461,1680.0,2138.4507622871074,107
ADV-0103,DevOps Engineers,7,6.870770378659352,4080.0,4701.167018279837,149
ADV-0103,Data Scientists,3,2.976161927566048,1748.5714285714284,2141.650438698949,134
ADV-0103,Project Managers,5,5.029339048103655,2914.285714285714,3578.2236248969225,193
ADV-0103,Senior Developers,3,3.159922700804987,1748.5714285714284,1988.289160976748,175
ADV-0103,QA Engineers,2,1.8104206685942272,1165.7142857142858,1106.4597134052851,190
ADV-0103,Business Analysts,3,3.2206520893959674,1748.5714285714284,1996.3741515385673,103
ADV-0104,Data Scientists,6,6.146760509844418,10251.428571428572,13260.735868993903,80
ADV-0104,UX/UI Designers,1,0.809682417769012,1708.5714285714287,2131.3311171741443,177
ADV-0104,Senior Developers,7,5.669152433521112,11960.0,13454.186251781399,175
ADV-0105,UX/UI Designers,7,6.379008123792702,17200.0,18374.572434246136,156
ADV-0105,Data Scientists,3,2.4220571877302906,7371.428571428572,6371.050446514438,156
ADV-0105,DevOps Engineers,1,1.0503935655671814,2457.1428571428573,2335.9956347986704,61
ADV-0105,Business Analysts,8,8.014159187402997,19657.14285714286,20335.70788723118,108
ADV-0106,Project Managers,4,3.732374646374169,3885.7142857142853,4071.627782158644,106
ADV-0106,Data Scientists,1,0.9735113097628615,971.4285714285713,820.6240955870376,94
ADV-0106,Business Analysts,4,3.687741070810027,3885.7142857142853,4111.3476205104525,101
ADV-0106,DevOps Engineers,2,1.8390905510294941,1942.8571428571427,2393.5561128092386,162
ADV-0106,Senior Developers,4,4.1860064649133,3885.7142857142853,3334.29368712223,118
ADV-0107,DevOps Engineers,7,6.764169442771024,12320.0,12260.718907649236,100
ADV-0107,Business Analysts,8,6.721983927112289,14080.0,13852.667897217903,123
ADV-0107,Project Managers,12,12.974360285504734,21120.0,26271.93816035005,178
ADV-0107,UX/UI Designers,4,3.8906563426300536,7040.0,6277.5868271062845,108
ADV-0107,Senior Developers,7,7.057277057990273,12320.0,15048.571957736902,78
ADV-0107,QA Engineers,1,0.8509632286781716,1760.0,1654.049260727716,171
ADV-0108,QA Engineers,2,1.7073619410610803,2400.0,2010.171543813104,199
ADV-0108,DevOps Engineers,3,3.312727897668074,3600.0,4396.268400872979,70
ADV-0108,Business Analysts,6,6.087384919392074,7200.0,6178.585249054371,90
ADV-0108,Project Managers,2,2.0832039981916,2400.0,2241.4482993809293,78
ADV-0108,UX/UI Designers,8,9.547941932790419,9600.0,9075.467076579193,110
ADV-0109,UX/UI Designers,6,5.950691947559438,8297.142857142857,7704.295776576292,127
ADV-0109,Senior Developers,1,0.9473181870622838,1382.8571428571427,1738.1231842149612,193
ADV-0109,Project Managers,1,1.1346480841470632,1382.8571428571427,1371.4724343114926,104
ADV-0110,DevOps Engineers,3,2.8009716268606346,6771.428571428572,7496.543107508251,78
ADV-0110,Senior Developers,6,6.889913213611472,13542.857142857143,11094.063861180035,161
ADV-0110,Business Analysts,7,7.99082478187057,15800.0,18160.78599652366,123
ADV-0110,Data Scientists,1,0.9786958101245571,2257.1428571428573,2789.3228094314513,163
ADV-0110,QA Engineers,4,3.9031445989735074,9028.57142857143,7846.937124862316,136
ADV-0111,QA Engineers,6,6.428784225184552,5280.0,5289.627273462781,118
ADV-0111,Senior Developers,3,3.5199953029396167,2640.0,3278.565860404602,79
ADV-0111,Junior Developers,4,3.325341148419211,3520.0,4331.559795308109,56
ADV-0111,Data Scientists,1,0.885140034415343,880.0,1078.1397915893435,181
ADV-0111,Project Managers,2,1.8209911532985148,1760.0,2262.9343939876426,87
ADV-0111,Business Analysts,2,2.1451680923402177,1760.0,1606.2111140550169,88
ADV-0112,UX/UI Designers,6,6.147547064968025,14845.714285714284,18436.398126239837,69
ADV-0112,QA Engineers,5,5.9232040511497575,12371.42857142857,12951.952882022964,136
ADV-0112,Senior Developers,2,1.8281954738454134,4948.571428571428,5989.197704180326,61
ADV-0112,Junior Developers,1,0.8225527415412927,2474.285714285714,2953.030060377314,164
ADV-0112,Project Managers,2,2.0482789394802587,4948.571428571428,5210.373676471307,127
ADV-0112,Business Analysts,5,5.170750845581913,12371.42857142857,13687.03316063007,190
ADV-0113,Data Scientists,3,2.501578504301555,1148.5714285714284,1067.8550953848094,196
ADV-0113,Business Analysts,1,1.0000791742091142,382.85714285714283,349.27719896517533,134
ADV-0113,DevOps Engineers,10,11.306969714303426,3828.5714285714284,3437.5709708493455,58
ADV-0113,QA Engineers,1,0.8244866632574288,382.85714285714283,343.0157238717189,69
ADV-0114,Senior Developers,2,2.369067704955845,5108.571428571428,5998.500776851725,66
ADV-0114,DevOps Engineers,4,4.706906400080249,10217.142857142857,9391.73655991094,133
ADV-0114,Data Scientists,3,3.0872193790280273,7662.857142857142,6533.601665389287,57
ADV-0115,Project Managers,1,0.9798395624030949,2394.285714285714,2670.3333262065134,53
ADV-0115,UX/UI Designers,7,7.900299618091121,16760.0,18215.00144956157,159
ADV-0115,Data Scientists,3,2.819502234941271,7182.857142857142,8011.942158791158,80
ADV-0115,Senior Developers,8,7.494472525593541,19154.285714285714,19083.29754060127,121
ADV-0116,Junior Developers,1,0.8150789561690683,2554.285714285714,3091.5050785098633,68
ADV-0116,UX/UI Designers,6,5.155441916705106,15325.714285714284,16416.13867033067,59
ADV-0116,Senior Developers,9,10.557129908888005,22988.571428571428,20963.02985133754,129
ADV-0116,Business Analysts,4,4.2748468324077855,10217.142857142857,11777.794324740307,198
ADV-0116,DevOps Engineers,9,7.63257333144824,22988.571428571428,18405.62069684092,66
ADV-0116,Project Managers,6,5.80187588135151,15325.714285714284,17433.995296670666,195
ADV-0117,UX/UI Designers,7,5.807693347664074,9720.0,10312.25075531439,55
ADV-0117,DevOps Engineers,1,1.0899650986497758,1388.5714285714287,1694.0559092807948,67
ADV-0117,Project Managers,1,1.1960890138460294,1388.5714285714287,1192.475461532536,185
ADV-0117,Data Scientists,4,4.375760832799362,5554.285714285715,5085.821100454142,131
ADV-0118,QA Engineers,2,2.323227989163647,3885.7142857142853,4235.872576844046,195
ADV-0118,UX/UI Designers,5,4.375807177596833,9714.285714285714,11026.94788364403,129
ADV-0118,Business Analysts,7,6.191383124046265,13600.0,13167.86239235907,112
ADV-0118,DevOps Engineers,1,0.989151728884218,1942.8571428571427,2370.8720906939575,193
ADV-0118,Junior Developers,4,3.2809549658825308,7771.428571428571,8698.34134076172,113
ADV-0119,Project Managers,4,4.577653439955585,5805.714285714285,5916.120557728026,54
ADV-0119,Business Analysts,6,6.4574945809952204,8708.571428571428,7651.5061531531765,170
ADV-0119,Junior Developers,9,10.402874685257993,13062.857142857143,14699.67574901231,78
ADV-0119,Data Scientists,10,8.163806128597919,14514.285714285714,15797.952909832691,105
ADV-0119,DevOps Engineers,3,3.4054479241432354,4354.285714285714,5413.179740248005,116
ADV-0119,Senior Developers,10,8.418111551502777,14514.285714285714,18302.868449722435,103
ADV-0120,QA Engineers,2,1.866152143754136,4697.142857142857,4814.628356833868,147
ADV-0120,Project Managers,7,6.061209691440347,16440.0,15311.339007213644,167
ADV-0120,Data Scientists,4,4.296704835794066,9394.285714285714,9786.600796422896,169
ADV-0120,UX/UI Designers,2,1.6585964832859121,4697.142857142857,4104.018210333713,126
ADV-0120,Senior Developers,3,2.627823192325163,7045.714285714286,8482.821688593176,166
ADV-0121,Data Scientists,8,6.900566140229182,11611.42857142857,13476.730658728044,56
ADV-0121,QA Engineers,12,13.333812986577009,17417.142857142855,19345.7816007368,130
ADV-0121,UX/UI Designers,10,9.109706939203917,14514.285714285714,14205.953869157662,115
ADV-0121,DevOps Engineers,3,2.8108008989531887,4354.285714285714,5379.649460272164,126
ADV-0121,Business Analysts,8,9.517775881953527,11611.42857142857,11160.09462926055,169
ADV-0122,UX/UI Designers,6,6.598356852341842,7337.142857142858,7989.69763591465,54
ADV-0122,Data Scientists,7,8.202615975030817,8560.0,7990.328953062744,116
ADV-0122,Business Analysts,10,10.222100272250877,12228.57142857143,13326.895601576834,142
ADV-0122,Project Managers,9,9.890008722318912,11005.714285714286,13031.257550955292,109
ADV-0123,QA Engineers,9,9.250276603255317,7817.142857142858,9063.941015357781,170
ADV-0123,Business Analysts,10,10.371938991021976,8685.714285714286,8063.216481833686,192
ADV-0123,Project Managers,1,0.9657719249868146,868.5714285714287,989.3560578102009,139
ADV-0123,Junior Developers,6,6.507037979305087,5211.428571428572,4858.743853025344,54
ADV-0123,Data Scientists,7,7.16911707069584,6080.0,4965.97944909296,153
ADV-0124,Business Analysts,6,5.616518972292803,7508.571428571428,8994.467899331212,103
ADV-0124,QA Engineers,6,4.838048508896561,7508.571428571428,7807.109364469483,58
ADV-0124,UX/UI Designers,7,6.824081738768497,8760.0,8438.89791868906,95
ADV-0124,Senior Developers,9,7.399259241185143,11262.857142857143,12287.018400802226,72
ADV-0124,Project Managers,4,3.4274253657566685,5005.714285714285,5744.7038830336,126
ADV-0124,DevOps Engineers,4,4.689332582681292,5005.714285714285,5391.300411174699,89
ADV-0125,QA Engineers,10,11.713343088022487,6857.142857142857,7429.826686289924,87
ADV-0125,Business Analysts,12,14.081658749438088,8228.571428571428,8329.67015527936,156
ADV-0125,DevOps Engineers,7,5.9951531312381015,4800.0,5105.8955129321575,186
ADV-0125,Junior Developers,3,3.4495269534037987,2057.142857142857,1997.043051028397,139
ADV-0125,UX/UI Designers,4,4.127734781249744,2742.8571428571427,3191.2840039247053,73
ADV-0125,Senior Developers,7,7.660669969442498,4800.0,4233.436130287687,169
ADV-0126,DevOps Engineers,4,4.159088867244194,4137.142857142857,4268.271686784467,74
ADV-0126,QA Engineers,6,5.526336817528355,6205.714285714286,7265.767631482106,125
ADV-0126,Senior Developers,1,1.1557275039713277,1034.2857142857142,1249.0833911938762,87
ADV-0126,Business Analysts,1,1.067873588985309,1034.2857142857142,1119.6311057732769,138
ADV-0127,UX/UI Designers,5,5.118950518912692,3142.8571428571427,3461.3385100556507,129
ADV-0127,Senior Developers,7,7.21608055454719,4400.0,3698.089344449184,92
ADV-0127,DevOps Engineers,4,4.772126276787527,2514.285714285714,3100.9834094163825,81
ADV-0128,QA Engineers,6,5.047070747280687,11520.0,11393.423708742157,96
ADV-0128,UX/UI Designers,7,7.584543770567832,13440.0,14138.132714437357,114
ADV-0128,DevOps Engineers,5,4.668430674520229,9600.0,9237.303497448318,150
ADV-0128,Junior Developers,7,6.824573202811266,13440.0,15789.308244331525,187
ADV-0129,UX/UI Designers,2,1.8306366436434052,731.4285714285713,816.4469768819116,109
ADV-0129,QA Engineers,7,6.969805496326654,2560.0,3257.2801026690713,95
ADV-0129,Project Managers,6,6.429362021352498,2194.285714285714,2304.326810763694,172
ADV-0130,QA Engineers,3,3.545568192859477,2588.571428571429,2412.0378978071926,52
ADV-0130,DevOps Engineers,3,2.400860230447896,2588.571428571429,3011.9726633928954,119
ADV-0130,Senior Developers,7,6.2540252158226055,6040.0,5328.866624626294,193
ADV-0130,Project Managers,8,9.556319753421318,6902.857142857143,5946.9913294203225,126
ADV-0130,Business Analysts,8,6.742372035758795,6902.857142857143,5920.239191798776,141
ADV-0131,UX/UI Designers,4,3.6111236792135517,5234.285714285715,6423.9568464397125,148
ADV-0131,QA Engineers,2,1.645212552637406,2617.1428571428573,2385.6435098513516,109
ADV-0131,Data Scientists,2,1.7839346966893062,2617.1428571428573,2658.3734825434867,150
ADV-0131,Senior Developers,3,3.5286447613235374,3925.714285714286,3638.143452821971,156
ADV-0131,DevOps Engineers,7,6.66721126969726,9160.0,8951.26188330223,120
ADV-0132,Data Scientists,2,2.283792494873583,4297.142857142857,4633.893415528377,125
ADV-0132,Junior Developers,3,2.924232043868552,6445.714285714286,5750.285846875125,117
ADV-0132,DevOps Engineers,1,0.8502096724911504,2148.5714285714284,2154.1739610300824,181
ADV-0132,Senior Developers,7,6.043201516965475,15040.0,18623.734890731157,50
ADV-0133,Junior Developers,4,4.306982253057351,1851.4285714285713,2041.8472968828562,194
ADV-0133,QA Engineers,9,9.245948943880533,4165.714285714285,5142.78063171522,62
ADV-0133,DevOps Engineers,4,4.288380406150052,1851.4285714285713,1603.0999745164468,177
ADV-0133,Senior Developers,4,3.2533171191032135,1851.4285714285713,2283.207081540563,94
ADV-0133,Business Analysts,6,6.349822027051278,2777.142857142857,2386.0686935306594,184
ADV-0133,Data Scientists,10,10.049201443661866,4628.571428571428,5638.878390992535,161
ADV-0134,Senior Developers,12,10.2545813041414,26400.0,24173.80301424199,156
ADV-0134,UX/UI Designers,12,10.55102756075317,26400.0,21850.38751055617,174
ADV-0134,Project Managers,7,6.649017813241521,15400.0,15417.51570922204,157
ADV-0134,QA Engineers,3,3.581330344300042,6600.0,6699.182639131206,184
ADV-0134,DevOps Engineers,3,2.4383933521731898,6600.0,8049.386245030215,90
ADV-0135,DevOps Engineers,3,3.445517622324189,1028.5714285714284,1137.0137572372373,163
ADV-0135,Business Analysts,4,3.821811664638142,1371.4285714285713,1250.9303439373064,183
ADV-0135,Junior Developers,7,5.862701242707241,2400.0,2816.005157743964,141
ADV-0135,UX/UI Designers,3,3.3871775126326673,1028.5714285714284,876.682611724061,193
ADV-0135,QA Engineers,8,7.413127791447721,2742.8571428571427,2734.7432893851865,161
ADV-0136,Project Managers,9,9.012852267852798,9874.285714285714,8642.446344769794,165
ADV-0136,Junior Developers,7,7.97654923878768,7680.0,8027.956131449085,174
ADV-0136,Senior Developers,9,8.127704333481047,9874.285714285714,10320.872051206252,101
ADV-0136,Data Scientists,4,3.5538361761771093,4388.571428571428,4777.004767138139,104
ADV-0137,Business Analysts,8,6.5412657986798575,13348.57142857143,16039.196845014489,142
ADV-0137,UX/UI Designers,1,0.83503022936647,1668.5714285714287,2011.5356454013588,87
ADV-0137,Data Scientists,3,2.459159594891004,5005.714285714286,5349.841509193582,50
ADV-0137,Junior Developers,1,1.072233237167507,1668.5714285714287,1539.0901797614401,136
ADV-0137,DevOps Engineers,6,5.786305459286168,10011.428571428572,8578.60271950163,120
ADV-0137,QA Engineers,4,3.260083712096073,6674.285714285715,8582.967392181294,168
ADV-0138,UX/UI Designers,3,3.160156943082927,1217.142857142857,1164.872547045817,163
ADV-0138,Project Managers,3,2.514048288781943,1217.142857142857,1356.2282245062784,191
ADV-0138,DevOps Engineers,4,4.1547567841699475,1622.8571428571427,1922.4775966417446,169
ADV-0138,Senior Developers,7,5.941289793825005,2840.0,2644.7622180584926,176
ADV-0138,Business Analysts,5,4.718677981031575,2028.5714285714284,2216.47888801713,73
ADV-0139,Project Managers,8,8.473031375438193,18514.285714285714,20025.56838284347,194
ADV-0139,Senior Developers,1,1.1875265765933505,2314.285714285714,2897.9267415415343,104
ADV-0139,Business Analysts,3,3.5402534470385163,6942.857142857142,6522.3696868773495,184
ADV-0139,UX/UI Designers,2,1.645706175474664,4628.571428571428,5098.403512358047,180
ADV-0139,Data Scientists,7,7.474175382135828,16200.0,17251.45336226744,141
ADV-0140,Data Scientists,8,6.523492998202029,4800.0,4200.745493961525,73
ADV-0140,Business Analysts,4,4.636636967638803,2400.0,3098.286386744331,93
ADV-0140,Project Managers,6,6.4519938295984245,3600.0,2927.085016182156,78
ADV-0140,Junior Developers,2,1.787204229728296,1200.0,1521.4893744666877,164
ADV-0140,QA Engineers,6,6.974038535998333,3600.0,3170.9478488122654,92
ADV-0140,UX/UI Designers,8,9.349525342245316,4800.0,4208.998349047004,90
ADV-0141,Business Analysts,2,2.2437807869931445,1062.857142857143,994.0487174627528,140
ADV-0141,UX/UI Designers,3,2.926406036163659,1594.2857142857144,1450.5789922308595,187
ADV-0141,Data Scientists,5,4.906523545051719,2657.1428571428573,3167.2512026157033,57
ADV-0142,Data Scientists,5,5.373732987469819,3914.2857142857147,3399.522349377219,198
ADV-0142,DevOps Engineers,4,4.095768608055163,3131.4285714285716,3458.010196407628,180
ADV-0142,Project Managers,3,3.4901250574467175,2348.571428571429,2413.543189060959,155
ADV-0142,Senior Developers,3,3.50708688588696,2348.571428571429,1991.2999304304003,72
ADV-0142,Business Analysts,4,3.6117847334426147,3131.4285714285716,3689.666125015509,137
ADV-0143,Senior Developers,12,13.629158580524503,18994.285714285714,15572.571582771858,53
ADV-0143,Data Scientists,1,0.8884951279226735,1582.8571428571427,1770.1826779347139,177
ADV-0143,DevOps Engineers,12,13.455664323010216,18994.285714285714,18049.213239128265,187
ADV-0143,UX/UI Designers,7,6.994033705440094,11080.0,13817.266185688464,180
ADV-0143,Business Analysts,7,6.872382493646715,11080.0,12127.926330761587,164
