project_id,date,expected_progress,actual_progress,progress_variance,risk_level,team_size_today,weather_impact,quality_score
PROJ_006,2025-07-23,100,100.0,0.0,Low,5,Minor,0.91
PROJ_006,2025-07-24,100,100.0,0.0,Low,4,None,0.78
PROJ_006,2025-07-25,100,95.2,-4.8,Low,3,Moderate,0.88
PROJ_006,2025-07-28,100,99.0,-1.0,Low,6,None,0.77
PROJ_006,2025-07-29,100,95.2,-4.8,Low,5,Moderate,0.92
PROJ_006,2025-07-30,100,100.0,0.0,Low,3,None,0.88
PROJ_006,2025-07-31,100,100.0,0.0,Low,3,Minor,0.8
PROJ_007,2025-05-02,100,97.3,-2.7,Low,11,Minor,0.75
PROJ_007,2025-05-05,100,93.1,-6.9,Medium,11,None,0.74
PROJ_007,2025-05-06,100,100.0,0.0,Low,9,Minor,0.84
PROJ_007,2025-05-07,100,95.2,-4.8,Low,10,None,0.76
PROJ_007,2025-05-08,100,100.0,0.0,Low,12,None,0.76
PROJ_007,2025-05-09,100,100.0,0.0,Low,12,None,0.78
PROJ_007,2025-05-12,100,100.0,0.0,Low,8,Severe,0.76
PROJ_007,2025-05-13,100,98.5,-1.5,Low,12,Severe,0.95
PROJ_007,2025-05-14,100,98.2,-1.8,Low,12,None,0.7
PROJ_007,2025-05-15,100,92.4,-7.6,Medium,8,None,0.86
PROJ_007,2025-05-16,100,95.5,-4.5,Low,11,None,0.95
PROJ_007,2025-05-19,100,94.5,-5.5,Medium,9,None,0.89
PROJ_007,2025-05-20,100,100.0,0.0,Low,8,Minor,0.98
PROJ_007,2025-05-21,100,100.0,0.0,Low,12,None,0.77
PROJ_007,2025-05-22,100,97.1,-2.9,Low,9,None,0.99
PROJ_007,2025-05-23,100,100.0,0.0,Low,8,None,0.77
PROJ_007,2025-05-26,100,100.0,0.0,Low,12,None,0.96
PROJ_007,2025-05-27,100,96.6,-3.4,Low,8,None,0.85
PROJ_007,2025-05-28,100,94.5,-5.5,Medium,12,None,0.79
PROJ_007,2025-05-29,100,95.6,-4.4,Low,9,None,0.99
PROJ_007,2025-05-30,100,92.9,-7.1,Medium,10,None,0.9
PROJ_007,2025-06-02,100,100.0,0.0,Low,9,Moderate,0.74
PROJ_007,2025-06-03,100,91.9,-8.1,Medium,10,None,0.96
PROJ_007,2025-06-04,100,89.1,-10.9,High,8,Minor,0.96
PROJ_007,2025-06-05,100,97.4,-2.6,Low,11,Moderate,0.79
PROJ_007,2025-06-06,100,100.0,0.0,Low,8,None,0.96
PROJ_007,2025-06-09,100,99.2,-0.8,Low,11,None,0.86
PROJ_007,2025-06-10,100,100.0,0.0,Low,9,Minor,0.87
PROJ_007,2025-06-11,100,98.9,-1.1,Low,11,None,0.82
PROJ_007,2025-06-12,100,100.0,0.0,Low,10,None,0.76
PROJ_007,2025-06-13,100,100.0,0.0,Low,11,None,0.93
PROJ_007,2025-06-16,100,92.3,-7.7,Medium,11,None,0.81
PROJ_007,2025-06-17,100,99.2,-0.8,Low,9,None,1.0
PROJ_007,2025-06-18,100,93.4,-6.6,Medium,12,None,0.78
PROJ_007,2025-06-19,100,99.7,-0.3,Low,10,Severe,0.72
PROJ_007,2025-06-20,100,100.0,0.0,Low,12,Minor,0.72
PROJ_007,2025-06-23,100,97.5,-2.5,Low,8,Minor,0.74
PROJ_007,2025-06-24,100,100.0,0.0,Low,10,None,0.94
PROJ_007,2025-06-25,100,96.4,-3.6,Low,8,None,0.88
PROJ_007,2025-06-26,100,100.0,0.0,Low,11,None,0.82
PROJ_007,2025-06-27,100,100.0,0.0,Low,8,Minor,0.8
PROJ_007,2025-06-30,100,100.0,0.0,Low,11,None,0.78
PROJ_007,2025-07-01,100,100.0,0.0,Low,11,None,0.84
PROJ_007,2025-07-02,100,100.0,0.0,Low,10,None,1.0
PROJ_007,2025-07-03,100,99.4,-0.6,Low,10,Minor,0.82
PROJ_007,2025-07-04,100,100.0,0.0,Low,12,None,0.78
PROJ_007,2025-07-07,100,98.1,-1.9,Low,11,None,0.96
PROJ_007,2025-07-08,100,100.0,0.0,Low,10,None,0.8
PROJ_007,2025-07-09,100,98.8,-1.2,Low,8,None,0.94
PROJ_007,2025-07-10,100,98.4,-1.6,Low,9,None,0.91
PROJ_007,2025-07-11,100,100.0,0.0,Low,8,None,0.96
PROJ_007,2025-07-14,100,99.6,-0.4,Low,12,None,1.0
PROJ_007,2025-07-15,100,99.3,-0.7,Low,11,None,0.96
PROJ_007,2025-07-16,100,100.0,0.0,Low,10,None,0.94
PROJ_007,2025-07-17,100,89.5,-10.5,High,8,None,0.93
PROJ_007,2025-07-18,100,97.2,-2.8,Low,11,None,0.95
PROJ_007,2025-07-21,100,97.9,-2.1,Low,10,Minor,0.9
PROJ_007,2025-07-22,100,98.2,-1.8,Low,9,None,0.73
PROJ_007,2025-07-23,100,100.0,0.0,Low,10,None,0.96
PROJ_007,2025-07-24,100,100.0,0.0,Low,11,None,0.97
PROJ_007,2025-07-25,100,98.5,-1.5,Low,9,None,0.91
PROJ_007,2025-07-28,100,100.0,0.0,Low,11,Minor,0.74
PROJ_007,2025-07-29,100,95.5,-4.5,Low,8,None,0.98
PROJ_007,2025-07-30,100,100.0,0.0,Low,9,None,0.87
PROJ_007,2025-07-31,100,100.0,0.0,Low,9,Minor,0.82
PROJ_008,2025-05-02,100,99.6,-0.4,Low,13,None,0.88
PROJ_008,2025-05-05,100,88.0,-12.0,High,13,None,0.82
PROJ_008,2025-05-06,100,100.0,0.0,Low,16,None,0.77
PROJ_008,2025-05-07,100,100.0,0.0,Low,13,None,0.72
PROJ_008,2025-05-08,100,92.4,-7.6,Medium,16,None,0.74
PROJ_008,2025-05-09,100,99.6,-0.4,Low,12,None,0.93
PROJ_008,2025-05-12,100,94.3,-5.7,Medium,15,Minor,0.83
PROJ_008,2025-05-13,100,100.0,0.0,Low,15,None,0.72
PROJ_008,2025-05-14,100,94.3,-5.7,Medium,15,None,0.73
PROJ_008,2025-05-15,100,95.5,-4.5,Low,16,None,0.91
PROJ_008,2025-05-16,100,98.0,-2.0,Low,12,Severe,0.93
PROJ_008,2025-05-19,100,99.2,-0.8,Low,13,None,0.91
PROJ_008,2025-05-20,100,96.2,-3.8,Low,14,None,0.83
PROJ_008,2025-05-21,100,100.0,0.0,Low,16,None,1.0
PROJ_008,2025-05-22,100,100.0,0.0,Low,15,None,0.84
PROJ_008,2025-05-23,100,94.2,-5.8,Medium,12,Minor,0.87
PROJ_008,2025-05-26,100,99.0,-1.0,Low,16,None,0.92
PROJ_008,2025-05-27,100,91.2,-8.8,Medium,16,None,0.89
PROJ_008,2025-05-28,100,96.7,-3.3,Low,14,None,0.79
PROJ_008,2025-05-29,100,100.0,0.0,Low,12,None,0.9
PROJ_008,2025-05-30,100,99.6,-0.4,Low,15,None,0.98
PROJ_008,2025-06-02,100,96.8,-3.2,Low,14,None,0.79
PROJ_008,2025-06-03,100,92.5,-7.5,Medium,15,None,0.89
PROJ_008,2025-06-04,100,100.0,0.0,Low,16,None,0.93
PROJ_008,2025-06-05,100,100.0,0.0,Low,16,None,0.89
PROJ_008,2025-06-06,100,96.9,-3.1,Low,16,Minor,0.85
PROJ_008,2025-06-09,100,94.8,-5.2,Medium,14,None,0.94
PROJ_008,2025-06-10,100,95.5,-4.5,Low,12,None,0.88
PROJ_008,2025-06-11,100,100.0,0.0,Low,16,None,0.73
PROJ_008,2025-06-12,100,92.7,-7.3,Medium,15,Minor,0.95
PROJ_008,2025-06-13,100,96.7,-3.3,Low,13,None,0.77
PROJ_008,2025-06-16,100,100.0,0.0,Low,13,Minor,0.74
PROJ_008,2025-06-17,100,100.0,0.0,Low,16,Minor,0.91
PROJ_008,2025-06-18,100,97.9,-2.1,Low,14,Minor,0.78
PROJ_008,2025-06-19,100,93.0,-7.0,Medium,15,None,0.94
PROJ_008,2025-06-20,100,100.0,0.0,Low,16,Moderate,0.71
PROJ_008,2025-06-23,100,100.0,0.0,Low,16,None,0.8
PROJ_008,2025-06-24,100,100.0,0.0,Low,13,None,0.95
PROJ_008,2025-06-25,100,100.0,0.0,Low,14,None,0.78
PROJ_008,2025-06-26,100,100.0,0.0,Low,12,Moderate,0.83
PROJ_008,2025-06-27,100,99.4,-0.6,Low,13,None,0.88
PROJ_008,2025-06-30,100,98.1,-1.9,Low,13,None,0.83
PROJ_008,2025-07-01,100,100.0,0.0,Low,13,None,0.82
PROJ_008,2025-07-02,100,99.7,-0.3,Low,16,None,0.99
PROJ_008,2025-07-03,100,98.2,-1.8,Low,13,None,0.9
PROJ_008,2025-07-04,100,88.9,-11.1,High,15,None,0.8
PROJ_008,2025-07-07,100,96.4,-3.6,Low,16,None,0.91
PROJ_008,2025-07-08,100,100.0,0.0,Low,16,None,0.84
PROJ_008,2025-07-09,100,100.0,0.0,Low,13,None,0.83
PROJ_008,2025-07-10,100,97.2,-2.8,Low,12,Minor,0.77
PROJ_008,2025-07-11,100,93.2,-6.8,Medium,16,None,0.89
PROJ_008,2025-07-14,100,100.0,0.0,Low,16,Minor,0.71
PROJ_008,2025-07-15,100,98.9,-1.1,Low,12,None,0.87
PROJ_008,2025-07-16,100,100.0,0.0,Low,13,Minor,0.92
PROJ_008,2025-07-17,100,98.8,-1.2,Low,16,None,0.88
PROJ_008,2025-07-18,100,100.0,0.0,Low,16,None,0.71
PROJ_008,2025-07-21,100,100.0,0.0,Low,12,None,0.79
PROJ_008,2025-07-22,100,100.0,0.0,Low,14,None,0.71
PROJ_008,2025-07-23,100,100.0,0.0,Low,15,Minor,0.91
PROJ_008,2025-07-24,100,100.0,0.0,Low,13,None,0.81
PROJ_008,2025-07-25,100,100.0,0.0,Low,12,None,0.85
PROJ_008,2025-07-28,100,100.0,0.0,Low,12,None,0.94
PROJ_008,2025-07-29,100,100.0,0.0,Low,13,None,0.9
PROJ_008,2025-07-30,100,100.0,0.0,Low,13,None,0.92
PROJ_008,2025-07-31,100,97.7,-2.3,Low,12,None,0.83
PROJ_009,2025-05-02,100,100.0,0.0,Low,9,None,0.87
PROJ_009,2025-05-05,100,100.0,0.0,Low,7,None,0.89
PROJ_009,2025-05-06,100,95.9,-4.1,Low,9,Moderate,0.76
PROJ_009,2025-05-07,100,100.0,0.0,Low,8,None,0.76
PROJ_009,2025-05-08,100,97.1,-2.9,Low,7,None,0.77
PROJ_009,2025-05-09,100,100.0,0.0,Low,7,Minor,0.85
PROJ_009,2025-05-12,100,95.6,-4.4,Low,8,None,0.82
PROJ_009,2025-05-13,100,95.2,-4.8,Low,7,None,0.78
PROJ_009,2025-05-14,100,93.2,-6.8,Medium,5,Minor,0.73
PROJ_009,2025-05-15,100,100.0,0.0,Low,8,None,0.91
PROJ_009,2025-05-16,100,100.0,0.0,Low,8,None,0.84
PROJ_009,2025-05-19,100,100.0,0.0,Low,6,None,0.73
PROJ_009,2025-05-20,100,90.8,-9.2,Medium,7,None,0.89
PROJ_009,2025-05-21,100,97.6,-2.4,Low,5,None,0.77
PROJ_009,2025-05-22,100,100.0,0.0,Low,8,None,0.89
PROJ_009,2025-05-23,100,100.0,0.0,Low,7,Minor,1.0
PROJ_009,2025-05-26,100,99.4,-0.6,Low,9,None,0.7
PROJ_009,2025-05-27,100,100.0,0.0,Low,6,None,0.77
PROJ_009,2025-05-28,100,98.3,-1.7,Low,8,None,0.77
PROJ_009,2025-05-29,100,100.0,0.0,Low,8,None,0.83
PROJ_009,2025-05-30,100,100.0,0.0,Low,8,None,0.93
PROJ_009,2025-06-02,100,100.0,0.0,Low,5,None,0.84
PROJ_009,2025-06-03,100,99.4,-0.6,Low,6,None,0.97
PROJ_009,2025-06-04,100,100.0,0.0,Low,6,None,0.81
PROJ_009,2025-06-05,100,100.0,0.0,Low,6,None,0.73
PROJ_009,2025-06-06,100,100.0,0.0,Low,8,Minor,1.0
PROJ_009,2025-06-09,100,100.0,0.0,Low,9,None,0.9
PROJ_009,2025-06-10,100,100.0,0.0,Low,9,Moderate,0.99
PROJ_009,2025-06-11,100,100.0,0.0,Low,5,None,0.73
PROJ_009,2025-06-12,100,100.0,0.0,Low,5,None,0.73
PROJ_009,2025-06-13,100,97.1,-2.9,Low,6,Severe,0.89
PROJ_009,2025-06-16,100,94.1,-5.9,Medium,8,None,0.72
PROJ_009,2025-06-17,100,98.5,-1.5,Low,6,None,0.72
PROJ_009,2025-06-18,100,100.0,0.0,Low,6,None,0.79
PROJ_009,2025-06-19,100,95.1,-4.9,Low,9,None,0.91
PROJ_009,2025-06-20,100,96.2,-3.8,Low,5,Minor,0.85
PROJ_009,2025-06-23,100,100.0,0.0,Low,7,Severe,0.84
PROJ_009,2025-06-24,100,98.6,-1.4,Low,7,None,0.97
PROJ_009,2025-06-25,100,100.0,0.0,Low,8,None,0.88
PROJ_009,2025-06-26,100,94.2,-5.8,Medium,9,None,0.71
PROJ_009,2025-06-27,100,100.0,0.0,Low,8,Minor,0.77
PROJ_009,2025-06-30,100,100.0,0.0,Low,8,None,0.96
PROJ_009,2025-07-01,100,95.8,-4.2,Low,5,None,0.92
PROJ_009,2025-07-02,100,93.9,-6.1,Medium,7,None,0.71
PROJ_009,2025-07-03,100,100.0,0.0,Low,6,None,0.86
PROJ_009,2025-07-04,100,100.0,0.0,Low,8,Minor,0.83
PROJ_009,2025-07-07,100,96.2,-3.8,Low,7,None,0.99
PROJ_009,2025-07-08,100,94.2,-5.8,Medium,9,None,0.72
PROJ_009,2025-07-09,100,97.9,-2.1,Low,5,None,0.78
PROJ_009,2025-07-10,100,100.0,0.0,Low,5,None,0.76
PROJ_009,2025-07-11,100,100.0,0.0,Low,6,None,1.0
PROJ_009,2025-07-14,100,89.9,-10.1,High,6,Moderate,0.94
PROJ_009,2025-07-15,100,85.8,-14.2,High,6,Minor,0.88
PROJ_009,2025-07-16,100,93.0,-7.0,Medium,9,None,0.95
PROJ_009,2025-07-17,100,99.8,-0.2,Low,6,None,0.89
PROJ_009,2025-07-18,100,94.6,-5.4,Medium,6,Moderate,0.84
PROJ_009,2025-07-21,100,100.0,0.0,Low,6,Minor,0.77
PROJ_009,2025-07-22,100,98.4,-1.6,Low,9,Moderate,0.98
PROJ_009,2025-07-23,100,94.2,-5.8,Medium,7,None,0.73
PROJ_009,2025-07-24,100,100.0,0.0,Low,7,None,0.79
PROJ_009,2025-07-25,100,91.8,-8.2,Medium,8,None,0.77
PROJ_009,2025-07-28,100,100.0,0.0,Low,7,None,0.82
PROJ_009,2025-07-29,100,100.0,0.0,Low,8,None,0.8
PROJ_009,2025-07-30,100,100.0,0.0,Low,6,None,0.77
PROJ_009,2025-07-31,100,96.5,-3.5,Low,8,None,0.98
PROJ_010,2025-05-02,100,96.0,-4.0,Low,9,None,0.7
PROJ_010,2025-05-05,100,98.6,-1.4,Low,9,None,0.99
PROJ_010,2025-05-06,100,100.0,0.0,Low,7,None,0.89
PROJ_010,2025-05-07,100,100.0,0.0,Low,8,None,0.93
PROJ_010,2025-05-08,100,98.0,-2.0,Low,8,None,0.86
PROJ_010,2025-05-09,100,100.0,0.0,Low,10,None,0.97
PROJ_010,2025-05-12,100,97.0,-3.0,Low,11,None,0.99
PROJ_010,2025-05-13,100,100.0,0.0,Low,9,None,0.81
PROJ_010,2025-05-14,100,100.0,0.0,Low,10,None,0.74
PROJ_010,2025-05-15,100,99.8,-0.2,Low,8,Minor,0.7
PROJ_010,2025-05-16,100,100.0,0.0,Low,8,None,0.86
PROJ_010,2025-05-19,100,97.2,-2.8,Low,11,Minor,0.95
PROJ_010,2025-05-20,100,95.9,-4.1,Low,7,Minor,0.85
PROJ_010,2025-05-21,100,100.0,0.0,Low,7,Minor,0.86
PROJ_010,2025-05-22,100,98.2,-1.8,Low,7,None,0.89
PROJ_010,2025-05-23,100,100.0,0.0,Low,11,None,0.78
PROJ_010,2025-05-26,100,100.0,0.0,Low,11,None,0.93
PROJ_010,2025-05-27,100,100.0,0.0,Low,8,None,0.94
PROJ_010,2025-05-28,100,95.6,-4.4,Low,8,Minor,0.73
PROJ_010,2025-05-29,100,94.8,-5.2,Medium,10,None,0.92
PROJ_010,2025-05-30,100,100.0,0.0,Low,9,Moderate,0.91
PROJ_010,2025-06-02,100,95.9,-4.1,Low,7,None,0.77
PROJ_010,2025-06-03,100,100.0,0.0,Low,7,None,0.83
PROJ_010,2025-06-04,100,100.0,0.0,Low,11,None,0.83
PROJ_010,2025-06-05,100,100.0,0.0,Low,11,None,0.85
PROJ_010,2025-06-06,100,95.8,-4.2,Low,7,None,0.84
PROJ_010,2025-06-09,100,93.1,-6.9,Medium,11,None,0.95
PROJ_010,2025-06-10,100,93.3,-6.7,Medium,11,Minor,0.8
PROJ_010,2025-06-11,100,100.0,0.0,Low,7,None,0.85
PROJ_010,2025-06-12,100,96.7,-3.3,Low,7,Moderate,0.97
PROJ_010,2025-06-13,100,100.0,0.0,Low,7,None,0.77
PROJ_010,2025-06-16,100,100.0,0.0,Low,11,None,0.93
PROJ_010,2025-06-17,100,99.0,-1.0,Low,7,None,0.8
PROJ_010,2025-06-18,100,93.7,-6.3,Medium,8,None,0.72
PROJ_010,2025-06-19,100,100.0,0.0,Low,9,None,0.78
PROJ_010,2025-06-20,100,93.9,-6.1,Medium,7,None,0.78
PROJ_010,2025-06-23,100,98.3,-1.7,Low,11,None,0.83
PROJ_010,2025-06-24,100,100.0,0.0,Low,7,Minor,0.98
PROJ_010,2025-06-25,100,100.0,0.0,Low,11,Minor,0.76
PROJ_010,2025-06-26,100,100.0,0.0,Low,8,None,0.76
PROJ_010,2025-06-27,100,95.1,-4.9,Low,10,None,0.76
PROJ_010,2025-06-30,100,95.4,-4.6,Low,11,None,0.92
PROJ_010,2025-07-01,100,99.5,-0.5,Low,8,Moderate,0.85
PROJ_010,2025-07-02,100,99.8,-0.2,Low,9,Severe,0.78
PROJ_010,2025-07-03,100,98.1,-1.9,Low,11,None,0.82
PROJ_010,2025-07-04,100,100.0,0.0,Low,9,Minor,0.94
PROJ_010,2025-07-07,100,90.4,-9.6,Medium,10,None,0.9
PROJ_010,2025-07-08,100,100.0,0.0,Low,11,Minor,0.86
PROJ_010,2025-07-09,100,99.0,-1.0,Low,8,None,0.95
PROJ_010,2025-07-10,100,95.6,-4.4,Low,9,None,0.81
PROJ_010,2025-07-11,100,97.2,-2.8,Low,8,None,0.82
PROJ_010,2025-07-14,100,100.0,0.0,Low,7,Moderate,0.87
PROJ_010,2025-07-15,100,96.8,-3.2,Low,10,None,0.76
PROJ_010,2025-07-16,100,100.0,0.0,Low,8,Minor,0.74
PROJ_010,2025-07-17,100,98.6,-1.4,Low,10,None,0.92
PROJ_010,2025-07-18,100,100.0,0.0,Low,11,None,0.85
PROJ_010,2025-07-21,100,100.0,0.0,Low,11,None,0.79
PROJ_010,2025-07-22,100,99.8,-0.2,Low,9,None,0.81
PROJ_010,2025-07-23,100,90.8,-9.2,Medium,11,None,0.73
PROJ_010,2025-07-24,100,100.0,0.0,Low,10,None,0.77
PROJ_010,2025-07-25,100,98.9,-1.1,Low,11,None,0.76
PROJ_010,2025-07-28,100,98.1,-1.9,Low,9,None,0.74
PROJ_010,2025-07-29,100,100.0,0.0,Low,11,Moderate,0.9
PROJ_010,2025-07-30,100,100.0,0.0,Low,9,Minor,0.98
PROJ_010,2025-07-31,100,90.1,-9.9,Medium,10,None,0.85
PROJ_011,2025-05-02,100,99.1,-0.9,Low,6,None,0.77
PROJ_011,2025-05-05,100,100.0,0.0,Low,3,None,0.94
PROJ_011,2025-05-06,100,91.3,-8.7,Medium,5,Minor,0.81
PROJ_011,2025-05-07,100,100.0,0.0,Low,5,None,0.85
PROJ_011,2025-05-08,100,88.9,-11.1,High,3,Moderate,0.75
PROJ_011,2025-05-09,100,94.9,-5.1,Medium,6,None,0.77
PROJ_011,2025-05-12,100,90.8,-9.2,Medium,4,Minor,0.93
PROJ_011,2025-05-13,100,94.3,-5.7,Medium,3,None,0.73
PROJ_011,2025-05-14,100,100.0,0.0,Low,2,None,0.75
PROJ_011,2025-05-15,100,100.0,0.0,Low,5,None,0.95
PROJ_011,2025-05-16,100,89.0,-11.0,High,2,Minor,0.84
PROJ_011,2025-05-19,100,93.1,-6.9,Medium,3,Minor,0.85
PROJ_011,2025-05-20,100,100.0,0.0,Low,4,None,0.97
PROJ_011,2025-05-21,100,100.0,0.0,Low,3,None,0.95
PROJ_011,2025-05-22,100,100.0,0.0,Low,5,None,0.78
PROJ_011,2025-05-23,100,100.0,0.0,Low,5,None,0.94
PROJ_011,2025-05-26,100,98.0,-2.0,Low,4,None,0.82
PROJ_011,2025-05-27,100,94.4,-5.6,Medium,2,None,0.99
PROJ_011,2025-05-28,100,99.1,-0.9,Low,3,None,0.92
PROJ_011,2025-05-29,100,100.0,0.0,Low,3,None,0.93
PROJ_011,2025-05-30,100,93.9,-6.1,Medium,4,None,0.75
PROJ_011,2025-06-02,100,100.0,0.0,Low,5,None,0.86
PROJ_011,2025-06-03,100,100.0,0.0,Low,5,Minor,0.97
PROJ_011,2025-06-04,100,100.0,0.0,Low,6,None,0.98
PROJ_011,2025-06-05,100,99.4,-0.6,Low,6,None,0.79
PROJ_011,2025-06-06,100,100.0,0.0,Low,4,None,0.86
PROJ_011,2025-06-09,100,97.2,-2.8,Low,2,None,0.83
PROJ_011,2025-06-10,100,93.9,-6.1,Medium,4,None,0.72
PROJ_011,2025-06-11,100,100.0,0.0,Low,2,Moderate,0.82
PROJ_011,2025-06-12,100,97.3,-2.7,Low,2,None,0.84
PROJ_011,2025-06-13,100,92.0,-8.0,Medium,5,None,0.89
PROJ_011,2025-06-16,100,100.0,0.0,Low,5,Minor,0.96
PROJ_011,2025-06-17,100,100.0,0.0,Low,6,Severe,0.88
PROJ_011,2025-06-18,100,97.2,-2.8,Low,3,None,0.83
PROJ_011,2025-06-19,100,100.0,0.0,Low,2,None,0.98
PROJ_011,2025-06-20,100,97.6,-2.4,Low,5,None,0.84
PROJ_011,2025-06-23,100,100.0,0.0,Low,6,None,0.94
PROJ_011,2025-06-24,100,100.0,0.0,Low,2,Minor,0.9
PROJ_011,2025-06-25,100,100.0,0.0,Low,2,None,0.88
PROJ_011,2025-06-26,100,100.0,0.0,Low,6,None,0.98
PROJ_011,2025-06-27,100,100.0,0.0,Low,3,Minor,0.88
PROJ_011,2025-06-30,100,97.7,-2.3,Low,4,Minor,0.92
PROJ_011,2025-07-01,100,100.0,0.0,Low,4,Severe,0.78
PROJ_011,2025-07-02,100,98.7,-1.3,Low,2,Minor,0.89
PROJ_011,2025-07-03,100,100.0,0.0,Low,2,Severe,0.78
PROJ_011,2025-07-04,100,89.6,-10.4,High,5,Minor,0.91
PROJ_011,2025-07-07,100,99.9,-0.1,Low,4,Minor,0.87
PROJ_011,2025-07-08,100,100.0,0.0,Low,6,None,0.92
PROJ_011,2025-07-09,100,100.0,0.0,Low,5,None,0.76
PROJ_011,2025-07-10,100,98.1,-1.9,Low,5,Minor,0.92
PROJ_011,2025-07-11,100,96.3,-3.7,Low,3,Minor,0.74
PROJ_011,2025-07-14,100,100.0,0.0,Low,2,None,0.98
PROJ_011,2025-07-15,100,91.2,-8.8,Medium,2,None,0.88
PROJ_011,2025-07-16,100,100.0,0.0,Low,2,None,0.93
PROJ_011,2025-07-17,100,100.0,0.0,Low,4,None,0.81
PROJ_011,2025-07-18,100,100.0,0.0,Low,4,None,0.76
PROJ_011,2025-07-21,100,100.0,0.0,Low,6,None,0.99
PROJ_011,2025-07-22,100,96.3,-3.7,Low,5,Minor,1.0
PROJ_011,2025-07-23,100,99.9,-0.1,Low,2,None,0.85
PROJ_011,2025-07-24,100,96.8,-3.2,Low,6,None,0.71
PROJ_011,2025-07-25,100,100.0,0.0,Low,3,Severe,0.91
PROJ_011,2025-07-28,100,100.0,0.0,Low,6,None,0.72
PROJ_011,2025-07-29,100,99.4,-0.6,Low,4,Moderate,0.92
PROJ_011,2025-07-30,100,98.7,-1.3,Low,4,None,0.89
PROJ_011,2025-07-31,100,92.6,-7.4,Medium,5,None,0.74
PROJ_012,2025-05-02,100,94.6,-5.4,Medium,9,None,0.81
PROJ_012,2025-05-05,100,100.0,0.0,Low,9,Moderate,0.73
PROJ_012,2025-05-06,100,99.7,-0.3,Low,9,None,0.91
PROJ_012,2025-05-07,100,91.2,-8.8,Medium,10,None,0.91
PROJ_012,2025-05-08,100,97.1,-2.9,Low,11,None,0.81
PROJ_012,2025-05-09,100,93.1,-6.9,Medium,7,None,0.86
PROJ_012,2025-05-12,100,100.0,0.0,Low,8,Minor,0.71
PROJ_012,2025-05-13,100,100.0,0.0,Low,9,Minor,0.93
PROJ_012,2025-05-14,100,98.3,-1.7,Low,7,Minor,0.94
PROJ_012,2025-05-15,100,100.0,0.0,Low,11,None,0.95
PROJ_012,2025-05-16,100,97.8,-2.2,Low,9,None,0.99
PROJ_012,2025-05-19,100,97.2,-2.8,Low,11,Moderate,0.92
PROJ_012,2025-05-20,100,98.3,-1.7,Low,11,Minor,0.77
PROJ_012,2025-05-21,100,100.0,0.0,Low,9,Moderate,0.7
PROJ_012,2025-05-22,100,99.4,-0.6,Low,9,Minor,0.84
PROJ_012,2025-05-23,100,98.9,-1.1,Low,9,None,0.99
PROJ_012,2025-05-26,100,90.3,-9.7,Medium,7,None,0.87
PROJ_012,2025-05-27,100,100.0,0.0,Low,9,None,0.92
PROJ_012,2025-05-28,100,95.9,-4.1,Low,11,None,0.7
PROJ_012,2025-05-29,100,100.0,0.0,Low,8,None,0.79
PROJ_012,2025-05-30,100,100.0,0.0,Low,7,None,0.76
PROJ_012,2025-06-02,100,98.2,-1.8,Low,11,None,0.95
PROJ_012,2025-06-03,100,100.0,0.0,Low,7,Minor,0.86
PROJ_012,2025-06-04,100,96.0,-4.0,Low,7,None,0.96
PROJ_012,2025-06-05,100,100.0,0.0,Low,10,None,0.98
PROJ_012,2025-06-06,100,97.8,-2.2,Low,9,Minor,0.98
PROJ_012,2025-06-09,100,98.2,-1.8,Low,8,None,0.8
PROJ_012,2025-06-10,100,100.0,0.0,Low,11,None,0.76
PROJ_012,2025-06-11,100,98.9,-1.1,Low,9,None,0.96
PROJ_012,2025-06-12,100,100.0,0.0,Low,9,None,0.74
PROJ_012,2025-06-13,100,100.0,0.0,Low,7,None,0.87
PROJ_012,2025-06-16,100,99.2,-0.8,Low,10,None,0.86
PROJ_012,2025-06-17,100,91.5,-8.5,Medium,10,None,0.98
PROJ_012,2025-06-18,100,99.1,-0.9,Low,9,None,0.73
PROJ_012,2025-06-19,100,97.0,-3.0,Low,7,None,0.92
PROJ_012,2025-06-20,100,100.0,0.0,Low,7,None,0.85
PROJ_012,2025-06-23,100,97.1,-2.9,Low,11,None,0.93
PROJ_012,2025-06-24,100,100.0,0.0,Low,7,Minor,0.75
PROJ_012,2025-06-25,100,100.0,0.0,Low,8,Minor,0.83
PROJ_012,2025-06-26,100,100.0,0.0,Low,10,None,0.9
PROJ_012,2025-06-27,100,100.0,0.0,Low,7,Moderate,0.88
PROJ_012,2025-06-30,100,100.0,0.0,Low,7,None,0.9
PROJ_012,2025-07-01,100,100.0,0.0,Low,9,None,0.85
PROJ_012,2025-07-02,100,93.1,-6.9,Medium,11,Minor,0.97
PROJ_012,2025-07-03,100,100.0,0.0,Low,8,None,0.82
PROJ_012,2025-07-04,100,100.0,0.0,Low,8,None,0.83
PROJ_012,2025-07-07,100,95.9,-4.1,Low,8,Minor,0.87
PROJ_012,2025-07-08,100,94.3,-5.7,Medium,7,Minor,0.82
PROJ_012,2025-07-09,100,96.8,-3.2,Low,10,None,0.92
PROJ_012,2025-07-10,100,100.0,0.0,Low,8,Minor,0.78
PROJ_012,2025-07-11,100,100.0,0.0,Low,9,None,0.74
PROJ_012,2025-07-14,100,100.0,0.0,Low,11,None,0.86
