id_projeto,data,mes_ano,orcado,realizado,variacao
PROJ-0052,2023-04-01,2023-04,184140.73847328243,160606.413382377,-12.780618393316638
PROJ-0052,2023-05-01,2023-05,184140.73847328243,219494.59637001398,19.199367934467773
PROJ-0052,2023-06-01,2023-06,184140.73847328243,185925.94717881558,0.9694805833485809
PROJ-0052,2023-07-01,2023-07,184140.73847328243,193355.15191579374,5.004005913579132
PROJ-0052,2023-08-01,2023-08,184140.73847328243,219596.8272022607,19.25488570478538
PROJ-0052,2023-09-01,2023-09,184140.73847328243,202448.507879604,9.942270003971949
PROJ-0052,2023-10-01,2023-10,184140.73847328243,165827.82486729103,-9.945063627866627
PROJ-0052,2023-11-01,2023-11,184140.73847328243,201655.52964217326,9.511632957544638
PROJ-0053,2023-07-01,2023-07,423447.07123809523,425063.126916426,0.3816428989827898
PROJ-0053,2023-08-01,2023-08,423447.07123809523,438167.2648154526,3.4762771021931336
PROJ-0053,2023-09-01,2023-09,423447.07123809523,344751.82010489004,-18.584436279866612
PROJ-0053,2023-10-01,2023-10,423447.07123809523,383225.81345383206,-9.49853252418592
PROJ-0054,2023-02-01,2023-02,74377.34448979591,69953.30868865075,-5.948095930948586
PROJ-0054,2023-03-01,2023-03,74377.34448979591,86015.91164781773,15.64800039294029
PROJ-0054,2023-04-01,2023-04,74377.34448979591,59929.26541460358,-19.425376335094235
PROJ-0054,2023-05-01,2023-05,74377.34448979591,74703.75918085394,0.43886306145660114
PROJ-0054,2023-06-01,2023-06,74377.34448979591,93865.2080215781,26.201343521286645
PROJ-0054,2023-07-01,2023-07,74377.34448979591,63662.5671712392,-14.405969172543807
PROJ-0054,2023-08-01,2023-08,74377.34448979591,78707.0129045706,5.821219410930553
PROJ-0054,2023-09-01,2023-09,74377.34448979591,88751.59868384624,19.326119119542355
PROJ-0054,2023-10-01,2023-10,74377.34448979591,94553.36346775747,27.126565376005836
PROJ-0054,2023-11-01,2023-11,74377.34448979591,87273.50727960246,17.338831976685896
PROJ-0054,2023-12-01,2023-12,74377.34448979591,86298.75161133862,16.028277432220307
PROJ-0055,2023-07-01,2023-07,76577.41201277956,92907.08911351176,21.324404509788124
PROJ-0055,2023-08-01,2023-08,76577.41201277956,78346.39697992498,2.310061048877184
PROJ-0055,2023-09-01,2023-09,76577.41201277956,92116.67400648443,20.292226630891655
PROJ-0055,2023-10-01,2023-10,76577.41201277956,61566.87636203812,-19.601779762727443
PROJ-0055,2023-11-01,2023-11,76577.41201277956,96662.17604450359,26.228052768840243
PROJ-0055,2023-12-01,2023-12,76577.41201277956,78235.56222384561,2.165325475858765
PROJ-0055,2024-01-01,2024-01,76577.41201277956,82450.14093317601,7.669009393287382
PROJ-0055,2024-02-01,2024-02,76577.41201277956,71021.04110517305,-7.255887554255885
PROJ-0055,2024-03-01,2024-03,76577.41201277956,89692.4743695303,17.126541642021074
PROJ-0055,2024-04-01,2024-04,76577.41201277956,64196.21547391704,-16.16820967623756
PROJ-0055,2024-05-01,2024-05,76577.41201277956,94674.02530458944,23.631790127341766
PROJ-0056,2024-03-01,2024-03,85674.86961702128,104014.29637000679,21.40584145031714
PROJ-0056,2024-04-01,2024-04,85674.86961702128,77795.35683797144,-9.19699418776168
PROJ-0056,2024-05-01,2024-05,85674.86961702128,103209.27684409905,20.46621991426312
PROJ-0056,2024-06-01,2024-06,85674.86961702128,102225.44381980645,19.317886653074076
PROJ-0056,2024-07-01,2024-07,85674.86961702128,95622.43298476019,11.610829887697449
PROJ-0056,2024-08-01,2024-08,85674.86961702128,84540.54192122075,-1.323991155015623
PROJ-0056,2024-09-01,2024-09,85674.86961702128,80170.20587647465,-6.425062290906606
PROJ-0056,2024-10-01,2024-10,85674.86961702128,78468.9101323196,-8.410820485532499
PROJ-0057,2023-06-01,2023-06,29447.337673202615,28248.962994666483,-4.069551861819642
PROJ-0057,2023-07-01,2023-07,29447.337673202615,36861.56543417763,25.17792217162652
PROJ-0057,2023-08-01,2023-08,29447.337673202615,24701.027212437653,-16.117961200560934
PROJ-0057,2023-09-01,2023-09,29447.337673202615,35761.89631828173,21.44356381264793
PROJ-0057,2023-10-01,2023-10,29447.337673202615,28694.812063854883,-2.5554962479088204
PROJ-0057,2023-11-01,2023-11,29447.337673202615,31237.72691080459,6.079969800567909
PROJ-0057,2023-12-01,2023-12,29447.337673202615,35255.61350383981,19.724281682424532
PROJ-0057,2024-01-01,2024-01,29447.337673202615,36579.137543785284,24.218827351148562
PROJ-0057,2024-02-01,2024-02,29447.337673202615,28634.31758872487,-2.7609289963676495
PROJ-0057,2024-03-01,2024-03,29447.337673202615,30357.90061119989,3.0921740637555146
PROJ-0057,2024-04-01,2024-04,29447.337673202615,29661.067404375706,0.725803240839614
PROJ-0057,2024-05-01,2024-05,29447.337673202615,23752.97396761638,-19.337448324804473
PROJ-0057,2024-06-01,2024-06,29447.337673202615,27915.23522866406,-5.202855557067171
PROJ-0057,2024-07-01,2024-07,29447.337673202615,30318.820349373043,2.9594616866280923
PROJ-0057,2024-08-01,2024-08,29447.337673202615,29610.67629656099,0.5546804440219901
PROJ-0057,2024-09-01,2024-09,29447.337673202615,34187.31700796636,16.096461375783974
PROJ-0057,2024-10-01,2024-10,29447.337673202615,29223.59116565191,-0.7598191389448381
PROJ-0057,2024-11-01,2024-11,29447.337673202615,30763.28690963816,4.468822448533512
PROJ-0057,2024-12-01,2024-12,29447.337673202615,29883.28477847753,1.4804296066181664
PROJ-0057,2025-01-01,2025-01,29447.337673202615,34462.60428661018,17.03130744471853
PROJ-0057,2025-02-01,2025-02,29447.337673202615,36263.9899563735,23.148619949348124
PROJ-0057,2025-03-01,2025-03,29447.337673202615,31389.228795673596,6.5944539503757085
PROJ-0057,2025-04-01,2025-04,29447.337673202615,35181.20833484362,19.471609709759562
PROJ-0057,2025-05-01,2025-05,29447.337673202615,27927.65895973607,-5.160665899007471
PROJ-0057,2025-06-01,2025-06,29447.337673202615,31528.81699671767,7.068480507863434
PROJ-0057,2025-07-01,2025-07,29447.337673202615,28640.92164887398,-2.7385023165013784
PROJ-0058,2023-11-01,2023-11,46256.9996835443,46585.445788385405,0.7100462785915163
PROJ-0058,2023-12-01,2023-12,46256.9996835443,53945.233703266975,16.62069324063343
PROJ-0058,2024-01-01,2024-01,46256.9996835443,57397.130329964035,24.083124116635638
PROJ-0058,2024-02-01,2024-02,46256.9996835443,39815.605880384865,-13.92523044561173
PROJ-0058,2024-03-01,2024-03,46256.9996835443,51683.85369008621,11.731962824369024
PROJ-0058,2024-04-01,2024-04,46256.9996835443,50469.71270828719,9.107190378889925
PROJ-0058,2024-05-01,2024-05,46256.9996835443,39744.361961679424,-14.079248041203407
PROJ-0058,2024-06-01,2024-06,46256.9996835443,41906.39773489192,-9.405283477994546
PROJ-0058,2024-07-01,2024-07,46256.9996835443,44198.62089705098,-4.449875263365987
PROJ-0058,2024-08-01,2024-08,46256.9996835443,40866.464991824876,-11.653446459124927
PROJ-0058,2024-09-01,2024-09,46256.9996835443,42642.69704483489,-7.813525873782911
PROJ-0058,2024-10-01,2024-10,46256.9996835443,43194.804780966544,-6.619960056914625
PROJ-0058,2024-11-01,2024-11,46256.9996835443,44769.231941166385,-3.2163083480470185
PROJ-0058,2024-12-01,2024-12,46256.9996835443,54337.876715872604,17.469522640057953
PROJ-0058,2025-01-01,2025-01,46256.9996835443,50233.07106310162,8.595610192530035
PROJ-0058,2025-02-01,2025-02,46256.9996835443,59816.00574301174,29.312333597570074
PROJ-0058,2025-03-01,2025-03,46256.9996835443,46597.817255229835,0.7367913483735506
PROJ-0058,2025-04-01,2025-04,46256.9996835443,54441.36798779031,17.69325369184625
PROJ-0058,2025-05-01,2025-05,46256.9996835443,57161.35699275203,23.57342106882669
PROJ-0058,2025-06-01,2025-06,46256.9996835443,52709.35371563249,13.948924651902097
PROJ-0058,2025-07-01,2025-07,46256.9996835443,46531.41333041302,0.593237020874799
PROJ-0059,2023-05-01,2023-05,67215.29667493797,79098.78067905843,17.679731537287644
PROJ-0059,2023-06-01,2023-06,67215.29667493797,60617.01088411362,-9.816643111365757
PROJ-0059,2023-07-01,2023-07,67215.29667493797,64780.49531950082,-3.622391740993379
PROJ-0059,2023-08-01,2023-08,67215.29667493797,72145.04314460681,7.334262754964438
PROJ-0059,2023-09-01,2023-09,67215.29667493797,73110.39367794174,8.770469364307417
PROJ-0059,2023-10-01,2023-10,67215.29667493797,54516.36026130721,-18.892926226368527
PROJ-0059,2023-11-01,2023-11,67215.29667493797,85535.3026344146,27.255709437800434
PROJ-0059,2023-12-01,2023-12,67215.29667493797,77184.24169331504,14.831363560869498
PROJ-0059,2024-01-01,2024-01,67215.29667493797,70431.67465730834,4.785187511594554
PROJ-0059,2024-02-01,2024-02,67215.29667493797,85132.44928805978,26.65636172041542
PROJ-0059,2024-03-01,2024-03,67215.29667493797,68529.20668344239,1.9547782625414243
PROJ-0059,2024-04-01,2024-04,67215.29667493797,86722.37120314289,29.02177851351859
PROJ-0059,2024-05-01,2024-05,67215.29667493797,70988.92331003508,5.614237862174257
PROJ-0059,2024-06-01,2024-06,67215.29667493797,57613.11330801933,-14.285711500101026
PROJ-0059,2024-07-01,2024-07,67215.29667493797,79475.39947051607,18.24004862296386
PROJ-0059,2024-08-01,2024-08,67215.29667493797,76588.39334147415,13.944886253892022
PROJ-0059,2024-09-01,2024-09,67215.29667493797,79750.50323912168,18.649336065279336
PROJ-0059,2024-10-01,2024-10,67215.29667493797,85747.96645485114,27.57210143628405
PROJ-0059,2024-11-01,2024-11,67215.29667493797,79868.21676125232,18.824465132550905
PROJ-0059,2024-12-01,2024-12,67215.29667493797,74317.8228830706,10.566830110832342
PROJ-0059,2025-01-01,2025-01,67215.29667493797,82584.37344707505,22.865445118042047
PROJ-0059,2025-02-01,2025-02,67215.29667493797,76398.46691823062,13.662321967726577
PROJ-0059,2025-03-01,2025-03,67215.29667493797,67488.15908157553,0.4059528412961555
PROJ-0059,2025-04-01,2025-04,67215.29667493797,83535.83493730008,24.280988212088666
PROJ-0059,2025-05-01,2025-05,67215.29667493797,61229.78999191391,-8.904976960781356
PROJ-0059,2025-06-01,2025-06,67215.29667493797,77789.64999452328,15.732063745436207
PROJ-0059,2025-07-01,2025-07,67215.29667493797,83399.51192076353,24.078172747037847
PROJ-0060,2024-02-01,2024-02,70172.58653061224,81797.25510456266,16.565825985164814
PROJ-0060,2024-03-01,2024-03,70172.58653061224,80602.87906410264,14.863770952692846
PROJ-0060,2024-04-01,2024-04,70172.58653061224,82545.35713299394,17.631914703591804
PROJ-0060,2024-05-01,2024-05,70172.58653061224,72455.13405093597,3.252762415032219
PROJ-0061,2023-01-01,2023-01,216579.8865625,267927.80283891596,23.7085341078513
PROJ-0061,2023-02-01,2023-02,216579.8865625,195294.03360382473,-9.82817624319544
PROJ-0061,2023-03-01,2023-03,216579.8865625,187058.57701347847,-13.630679199983035
PROJ-0061,2023-04-01,2023-04,216579.8865625,204181.6388553325,-5.724560994074423
PROJ-0061,2023-05-01,2023-05,216579.8865625,230828.39539635857,6.578869838749657
PROJ-0062,2024-01-01,2024-01,816438.0044444444,861571.4302503419,5.528089770466906
PROJ-0062,2024-02-01,2024-02,816438.0044444444,988134.4096390869,21.029937883829334
PROJ-0062,2024-03-01,2024-03,816438.0044444444,818303.0168031885,0.22843282020086875
PROJ-0063,2023-08-01,2023-08,296295.5356097561,308790.9740916261,4.217221314575433
PROJ-0063,2023-09-01,2023-09,296295.5356097561,239016.82092340698,-19.331615837030217
PROJ-0063,2023-10-01,2023-10,296295.5356097561,297738.38174890145,0.4869618221469523
PROJ-0063,2023-11-01,2023-11,296295.5356097561,333002.73514091515,12.388711647517106
PROJ-0064,2023-10-01,2023-10,26546.235682158924,21442.83244565232,-19.224583468670392
PROJ-0064,2023-11-01,2023-11,26546.235682158924,24965.16796907813,-5.955901740687812
PROJ-0064,2023-12-01,2023-12,26546.235682158924,23997.21780837707,-9.602182035530504
PROJ-0064,2024-01-01,2024-01,26546.235682158924,21794.266091252368,-17.90072855452059
PROJ-0064,2024-02-01,2024-02,26546.235682158924,27598.264195689135,3.9630044957268744
PROJ-0064,2024-03-01,2024-03,26546.235682158924,23649.023231213498,-10.913835338592175
PROJ-0064,2024-04-01,2024-04,26546.235682158924,31099.997386785206,17.154076981569006
PROJ-0064,2024-05-01,2024-05,26546.235682158924,32491.635267655194,22.396394188167427
PROJ-0064,2024-06-01,2024-06,26546.235682158924,28478.604967641604,7.279259133457391
PROJ-0064,2024-07-01,2024-07,26546.235682158924,34267.30578846321,29.08536712605708
PROJ-0064,2024-08-01,2024-08,26546.235682158924,27216.243709737486,2.5239285735297656
PROJ-0064,2024-09-01,2024-09,26546.235682158924,28050.9852959065,5.668410511245774
PROJ-0064,2024-10-01,2024-10,26546.235682158924,34366.992364496306,29.460887697887507
PROJ-0064,2024-11-01,2024-11,26546.235682158924,24310.358222208873,-8.422578201747559
PROJ-0064,2024-12-01,2024-12,26546.235682158924,33747.51187368968,27.127296983845262
PROJ-0064,2025-01-01,2025-01,26546.235682158924,21805.576462846864,-17.85812224404434
PROJ-0064,2025-02-01,2025-02,26546.235682158924,27161.93434290353,2.319344513159738
PROJ-0064,2025-03-01,2025-03,26546.235682158924,22166.153411558756,-16.49982439334671
PROJ-0064,2025-04-01,2025-04,26546.235682158924,30916.207222229208,16.46173714568215
PROJ-0064,2025-05-01,2025-05,26546.235682158924,29312.472047228373,10.420446794000888
PROJ-0064,2025-06-01,2025-06,26546.235682158924,30616.22839527694,15.331713173379818
PROJ-0064,2025-07-01,2025-07,26546.235682158924,26207.511023677198,-1.2759800015991516
PROJ-0065,2023-03-01,2023-03,188512.45664739885,185635.9388534629,-1.5259032984309862
PROJ-0065,2023-04-01,2023-04,188512.45664739885,155081.5896231226,-17.73403605195527
PROJ-0065,2023-05-01,2023-05,188512.45664739885,183794.455438948,-2.502753023518011
PROJ-0065,2023-06-01,2023-06,188512.45664739885,238401.1851400976,26.464420113102975
PROJ-0065,2023-07-01,2023-07,188512.45664739885,186554.42839280536,-1.0386731409775507
PROJ-0065,2023-08-01,2023-08,188512.45664739885,229171.54965652735,21.568385311098496
PROJ-0066,2023-07-01,2023-07,134977.3311627907,164829.2892309809,22.1162752374967
PROJ-0066,2023-08-01,2023-08,134977.3311627907,133171.41251432398,-1.3379421810383079
PROJ-0066,2023-09-01,2023-09,134977.3311627907,150633.93763271833,11.599434019809454
PROJ-0066,2023-10-01,2023-10,134977.3311627907,114418.36710200088,-15.23141988634707
PROJ-0067,2023-02-01,2023-02,286289.09529411764,243872.29977519118,-14.816070963286176
PROJ-0067,2023-03-01,2023-03,286289.09529411764,235996.35548971276,-17.567116816914336
PROJ-0067,2023-04-01,2023-04,286289.09529411764,312200.41895258776,9.050754668755474
PROJ-0068,2023-10-01,2023-10,263110.5663768116,266540.3412214114,1.3035488813048524
PROJ-0068,2023-11-01,2023-11,263110.5663768116,282585.0049788228,7.401617833212004
PROJ-0068,2023-12-01,2023-12,263110.5663768116,279038.38424066635,6.053659525419391
PROJ-0068,2024-01-01,2024-01,263110.5663768116,256559.50676781705,-2.4898504454634853
PROJ-0068,2024-02-01,2024-02,263110.5663768116,299613.6600411676,13.873670741173648
PROJ-0069,2023-05-01,2023-05,14676.718476190477,17307.534065887794,17.925094045819534
PROJ-0069,2023-06-01,2023-06,14676.718476190477,11848.722199624623,-19.268587056116214
PROJ-0069,2023-07-01,2023-07,14676.718476190477,13262.193225985431,-9.637885011556085
PROJ-0069,2023-08-01,2023-08,14676.718476190477,16975.355802442613,15.661793404166843
PROJ-0069,2023-09-01,2023-09,14676.718476190477,14578.532496433854,-0.6689913683082906
PROJ-0069,2023-10-01,2023-10,14676.718476190477,16602.919973081127,13.124197347080411
PROJ-0069,2023-11-01,2023-11,14676.718476190477,14287.511420289573,-2.651867013272078
PROJ-0069,2023-12-01,2023-12,14676.718476190477,14608.876462883887,-0.46224238351814506
PROJ-0070,2024-02-01,2024-02,397090.22873239435,349177.0981101333,-12.066056315515754
PROJ-0070,2024-03-01,2024-03,397090.22873239435,368942.6903184329,-7.088449016692
PROJ-0070,2024-04-01,2024-04,397090.22873239435,437873.7296188998,10.270587875379363
PROJ-0070,2024-05-01,2024-05,397090.22873239435,403674.602461203,1.658155565758321
PROJ-0071,2023-11-01,2023-11,136504.42809302325,162051.41492754134,18.715134147229755
PROJ-0071,2023-12-01,2023-12,136504.42809302325,167394.3533117058,22.629247746917137
PROJ-0071,2024-01-01,2024-01,136504.42809302325,146172.10974807525,7.082320910837993
PROJ-0071,2024-02-01,2024-02,136504.42809302325,160956.96399629748,17.913364602802957
PROJ-0071,2024-03-01,2024-03,136504.42809302325,130150.45500081485,-4.6547743402715
PROJ-0071,2024-04-01,2024-04,136504.42809302325,137526.24669104582,0.748560770003909
PROJ-0071,2024-05-01,2024-05,136504.42809302325,157852.19699914492,15.638883810841548
PROJ-0071,2024-06-01,2024-06,136504.42809302325,135563.3660754964,-0.6894003591484648
PROJ-0072,2023-11-01,2023-11,79583.602304,87084.55320001714,9.425246757949441
PROJ-0072,2023-12-01,2023-12,79583.602304,71043.19860744492,-10.731361045874426
PROJ-0072,2024-01-01,2024-01,79583.602304,87532.8627451796,9.988565748524898
PROJ-0072,2024-02-01,2024-02,79583.602304,97948.06397089489,23.075685361344682
PROJ-0072,2024-03-01,2024-03,79583.602304,98231.61766379866,23.431981991171284
PROJ-0072,2024-04-01,2024-04,79583.602304,92489.85042542854,16.217220316476983
PROJ-0072,2024-05-01,2024-05,79583.602304,93341.75201182929,17.287668953806303
PROJ-0072,2024-06-01,2024-06,79583.602304,85867.81979788007,7.896372257535035
PROJ-0072,2024-07-01,2024-07,79583.602304,86931.87822699812,9.233404508291237
PROJ-0072,2024-08-01,2024-08,79583.602304,68985.07920253652,-13.3174709294741
PROJ-0072,2024-09-01,2024-09,79583.602304,81328.83840834851,2.192959421065055
PROJ-0072,2024-10-01,2024-10,79583.602304,81604.08209564368,2.538814194318192
PROJ-0072,2024-11-01,2024-11,79583.602304,101807.2371247131,27.92489178338701
PROJ-0072,2024-12-01,2024-12,79583.602304,80820.60455994547,1.5543431311644724
PROJ-0072,2025-01-01,2025-01,79583.602304,85526.21513348428,7.467132245137883
PROJ-0072,2025-02-01,2025-02,79583.602304,84885.91548733981,6.662569963955125
PROJ-0072,2025-03-01,2025-03,79583.602304,89004.77746903394,11.83808585221636
PROJ-0072,2025-04-01,2025-04,79583.602304,93440.41388295677,17.411641566594795
PROJ-0072,2025-05-01,2025-05,79583.602304,72621.70343066435,-8.747906191456394
PROJ-0072,2025-06-01,2025-06,79583.602304,84705.77879217167,6.436220954921787
PROJ-0072,2025-07-01,2025-07,79583.602304,96531.63502063524,21.295885365801524
PROJ-0073,2024-03-01,2024-03,25937.998852459015,26756.53354000434,3.1557356918755737
PROJ-0073,2024-04-01,2024-04,25937.998852459015,24361.714841115358,-6.077122681321349
PROJ-0073,2024-05-01,2024-05,25937.998852459015,29241.320704610305,12.735453767814953
PROJ-0073,2024-06-01,2024-06,25937.998852459015,31433.837965432616,21.18836978995615
PROJ-0073,2024-07-01,2024-07,25937.998852459015,21569.265504714513,-16.842985353630432
PROJ-0073,2024-08-01,2024-08,25937.998852459015,30824.594415576084,18.839524170361358
PROJ-0073,2024-09-01,2024-09,25937.998852459015,31406.350653111083,21.08239664808856
PROJ-0073,2024-10-01,2024-10,25937.998852459015,26735.889665055616,3.076146379430341
PROJ-0073,2024-11-01,2024-11,25937.998852459015,33502.88958105414,29.165282840923368
PROJ-0073,2024-12-01,2024-12,25937.998852459015,30953.21910121027,19.335417035365452
PROJ-0073,2025-01-01,2025-01,25937.998852459015,30784.02844219435,18.68312824478329
PROJ-0073,2025-02-01,2025-02,25937.998852459015,30449.117124429667,17.391928720603588
PROJ-0073,2025-03-01,2025-03,25937.998852459015,22703.635486190524,-12.4695948390863
PROJ-0073,2025-04-01,2025-04,25937.998852459015,23567.666323735637,-9.138455677349459
PROJ-0073,2025-05-01,2025-05,25937.998852459015,26767.886830705495,3.1995065732212495
PROJ-0073,2025-06-01,2025-06,25937.998852459015,24174.27134511362,-6.799782502026707
PROJ-0073,2025-07-01,2025-07,25937.998852459015,26135.659013914363,0.7620486167020211
PROJ-0074,2024-03-01,2024-03,276255.02567901235,343725.3582940285,24.423205496146032
PROJ-0074,2024-04-01,2024-04,276255.02567901235,334866.24388521386,21.216344593963463
PROJ-0074,2024-05-01,2024-05,276255.02567901235,308029.8619473545,11.501993923999112
PROJ-0074,2024-06-01,2024-06,276255.02567901235,339534.05631797126,22.906019712555178
PROJ-0074,2024-07-01,2024-07,276255.02567901235,329264.5512704404,19.18861945086246
PROJ-0074,2024-08-01,2024-08,276255.02567901235,280258.6422240172,1.449246592044524
PROJ-0075,2023-07-01,2023-07,111867.79270833333,100740.59154186305,-9.946742397502744
PROJ-0075,2023-08-01,2023-08,111867.79270833333,118255.50184375377,5.710052000466959
PROJ-0075,2023-09-01,2023-09,111867.79270833333,130674.38417496253,16.811444126427503
PROJ-0075,2023-10-01,2023-10,111867.79270833333,113904.88276893472,1.8209799364796524
PROJ-0075,2023-11-01,2023-11,111867.79270833333,126789.38506038896,13.338595489194859
PROJ-0075,2023-12-01,2023-12,111867.79270833333,94770.3346521852,-15.28362868544782
PROJ-0075,2024-01-01,2024-01,111867.79270833333,131333.0535632905,17.40023681857017
PROJ-0076,2023-10-01,2023-10,53314.78672131147,64316.656032100975,20.6356809946531
PROJ-0076,2023-11-01,2023-11,53314.78672131147,61494.28414079352,15.341892789027057
PROJ-0076,2023-12-01,2023-12,53314.78672131147,68436.55531317856,28.36317937631828
PROJ-0076,2024-01-01,2024-01,53314.78672131147,64688.21844517286,21.332602873032023
PROJ-0076,2024-02-01,2024-02,53314.78672131147,66725.95412259505,25.154686393826914
PROJ-0076,2024-03-01,2024-03,53314.78672131147,67538.40097891327,26.6785541728824
PROJ-0076,2024-04-01,2024-04,53314.78672131147,64013.67801520084,20.067399593690425
PROJ-0076,2024-05-01,2024-05,53314.78672131147,60625.81255531665,13.712942100324952
PROJ-0076,2024-06-01,2024-06,53314.78672131147,42804.27184984865,-19.714070931960535
PROJ-0077,2023-04-01,2023-04,213256.67376,220275.56435005507,3.291287661156236
PROJ-0077,2023-05-01,2023-05,213256.67376,231507.42499866025,8.558114931118052
PROJ-0077,2023-06-01,2023-06,213256.67376,203023.5813203035,-4.798486377600019
PROJ-0077,2023-07-01,2023-07,213256.67376,204524.2871354495,-4.094777654826396
PROJ-0077,2023-08-01,2023-08,213256.67376,273092.1689817275,28.05797078550826
PROJ-0077,2023-09-01,2023-09,213256.67376,265686.9855423946,24.585543260137293
PROJ-0077,2023-10-01,2023-10,213256.67376,261151.88407805908,22.458950275085208
PROJ-0077,2023-11-01,2023-11,213256.67376,213897.7021775749,0.30059008530552944
PROJ-0077,2023-12-01,2023-12,213256.67376,172065.9926557694,-19.315072479554274
PROJ-0078,2023-12-01,2023-12,12331.543787878787,10359.86710276835,-15.988887677214297
PROJ-0078,2024-01-01,2024-01,12331.543787878787,11790.166622849085,-4.390181589119816
PROJ-0078,2024-02-01,2024-02,12331.543787878787,9962.302240780507,-19.21285435021615
PROJ-0078,2024-03-01,2024-03,12331.543787878787,9970.976673622949,-19.142510904240094
PROJ-0078,2024-04-01,2024-04,12331.543787878787,15516.80190546186,25.83016508212055
PROJ-0078,2024-05-01,2024-05,12331.543787878787,14219.247275335036,15.307925105952705
PROJ-0078,2024-06-01,2024-06,12331.543787878787,11770.187190329465,-4.552200496592366
PROJ-0078,2024-07-01,2024-07,12331.543787878787,10683.091238758449,-13.36777111995234
PROJ-0078,2024-08-01,2024-08,12331.543787878787,13019.864159636001,5.581785894753857
PROJ-0078,2024-09-01,2024-09,12331.543787878787,9898.198238639348,-19.732691957281776
PROJ-0079,2023-02-01,2023-02,72987.08722222222,92635.71266453102,26.920687192907202
PROJ-0079,2023-03-01,2023-03,72987.08722222222,73527.74342774658,0.7407559694473598
PROJ-0079,2023-04-01,2023-04,72987.08722222222,73072.29801300581,0.11674776186663749
PROJ-0079,2023-05-01,2023-05,72987.08722222222,72643.81463028476,-0.4703196209108924
PROJ-0079,2023-06-01,2023-06,72987.08722222222,60919.7062262692,-16.53358348061176
PROJ-0079,2023-07-01,2023-07,72987.08722222222,81684.31027356292,11.916111989591329
PROJ-0079,2023-08-01,2023-08,72987.08722222222,85139.56933778738,16.65018098141767
PROJ-0079,2023-09-01,2023-09,72987.08722222222,83063.8814612459,13.806269879414515
PROJ-0079,2023-10-01,2023-10,72987.08722222222,63441.67149091972,-13.078225333530284
PROJ-0079,2023-11-01,2023-11,72987.08722222222,79513.59869384757,8.942008401779628
PROJ-0079,2023-12-01,2023-12,72987.08722222222,79172.17663676904,8.474224208612693
PROJ-0079,2024-01-01,2024-01,72987.08722222222,90081.05673987596,23.4205393970691
PROJ-0080,2023-01-01,2023-01,72627.57874285715,71869.62492542189,-1.0436170812176506
PROJ-0080,2023-02-01,2023-02,72627.57874285715,71592.1253067808,-1.425702817028288
PROJ-0080,2023-03-01,2023-03,72627.57874285715,80563.12432510716,10.926352935909279
PROJ-0080,2023-04-01,2023-04,72627.57874285715,81091.32999027842,11.65363267497565
PROJ-0080,2023-05-01,2023-05,72627.57874285715,75143.58789451745,3.46426136628952
PROJ-0080,2023-06-01,2023-06,72627.57874285715,74191.2273569921,2.1529681165210555
PROJ-0080,2023-07-01,2023-07,72627.57874285715,76046.43742421185,4.707383531894134
PROJ-0081,2023-12-01,2023-12,213249.12373134328,262407.87679111125,23.052264975165592
PROJ-0081,2024-01-01,2024-01,213249.12373134328,219771.01777822225,3.0583450626955013
PROJ-0081,2024-02-01,2024-02,213249.12373134328,270819.1144874726,26.99658959849112
PROJ-0081,2024-03-01,2024-03,213249.12373134328,224338.47945718246,5.200188179816301
PROJ-0081,2024-04-01,2024-04,213249.12373134328,271807.40701807896,27.460034659044567
PROJ-0081,2024-05-01,2024-05,213249.12373134328,259399.63562961886,21.641595093453788
PROJ-0081,2024-06-01,2024-06,213249.12373134328,209243.3799653833,-1.8784338692085427
PROJ-0081,2024-07-01,2024-07,213249.12373134328,262684.6871398723,23.1820710648308
PROJ-0081,2024-08-01,2024-08,213249.12373134328,182334.74844051542,-14.496835789944239
PROJ-0082,2023-04-01,2023-04,220994.6899047619,279011.00875491224,26.252358767150724
PROJ-0082,2023-05-01,2023-05,220994.6899047619,246590.68329685822,11.582175754144583
PROJ-0082,2023-06-01,2023-06,220994.6899047619,182805.78522549753,-17.280462573884442
PROJ-0082,2023-07-01,2023-07,220994.6899047619,247984.40935494404,12.212836182540578
PROJ-0082,2023-08-01,2023-08,220994.6899047619,284447.5310328906,28.712382707237808
PROJ-0083,2024-01-01,2024-01,520862.04421052634,434867.89119332534,-16.509967269268554
PROJ-0083,2024-02-01,2024-02,520862.04421052634,561147.5225756766,7.734385489004314
PROJ-0083,2024-03-01,2024-03,520862.04421052634,611438.4822007951,17.389717487968625
PROJ-0084,2023-05-01,2023-05,33807.28585119798,40742.150507927756,20.51292933497657
PROJ-0084,2023-06-01,2023-06,33807.28585119798,34041.020387546814,0.6913732660397933
PROJ-0084,2023-07-01,2023-07,33807.28585119798,30496.987294486542,-9.79167204158785
PROJ-0084,2023-08-01,2023-08,33807.28585119798,27761.56744198293,-17.88288606138081
PROJ-0084,2023-09-01,2023-09,33807.28585119798,36845.31263515957,8.986307854861238
PROJ-0084,2023-10-01,2023-10,33807.28585119798,34701.675689812946,2.6455535133805412
PROJ-0084,2023-11-01,2023-11,33807.28585119798,43083.06516423249,27.43721975748555
PROJ-0084,2023-12-01,2023-12,33807.28585119798,28070.272400510097,-16.969754614254512
